date,open,MA,RSI,MACD,trend,issue_news,average_news,sentiment_std,sentiment_momentum,negative_sentiment_news,positive_sentiment_news,neutral_sentiment_news
2020-01-30,9301.57,8744.355,71.13923854075352,310.3922088986733,0,15,0.13333333333333333,0.16021498950632024,-0.3666666666666667,3,5,7
2020-01-31,9511.52,8831.272,74.27849584199492,322.28830478848687,1,15,0.26666666666666666,0.15974270943129507,0.13333333333333333,1,5,9
2020-02-01,9351.71,8892.839,68.02090587619497,333.5712337616659,1,10,0.0,0.18164197999816853,-0.26666666666666666,1,1,8
2020-02-02,9384.41,8963.003,68.6219023223753,343.6398048950286,1,11,0.18181818181818182,0.1795514845435404,0.18181818181818182,1,3,7
2020-02-03,9331.59,9055.71,66.38282240436641,350.7934920468258,1,23,0.43478260869565216,0.18434155797562304,0.25296442687747034,0,10,13
2020-02-04,9291.35,9140.946,64.59860789690255,354.30364326365213,1,19,0.10526315789473684,0.19537497158620923,-0.3295194508009153,1,3,15
2020-02-05,9197.02,9226.647,60.37214271224942,353.0335790881872,1,15,0.4,0.16846546650598038,0.2947368421052632,0,6,9
2020-02-06,9612.03,9326.411,69.97504851494779,354.65055460290455,1,20,0.3,0.16810963391104655,-0.10000000000000003,2,8,10
2020-02-07,9772.0,9412.854000000001,72.79821774630868,359.73621370362474,1,18,0.3888888888888889,0.1627811969664047,0.0888888888888889,1,8,9
2020-02-08,9813.87,9456.707,73.52224946203684,366.57747762059694,1,15,0.06666666666666667,0.1524168414450558,-0.32222222222222224,1,2,12
2020-02-09,9895.04,9516.054,74.95800103159945,374.62000598602117,1,18,0.5,0.17024330829026482,0.43333333333333335,1,10,7
2020-02-10,10151.72,9580.073999999999,78.96558497142088,386.23520572451343,1,32,0.0625,0.18179311936528977,-0.4375,5,7,20
2020-02-11,9851.74,9630.077000000001,65.37901659589123,393.8144848427976,1,21,0.42857142857142855,0.1678652929528789,0.36607142857142855,0,9,12
2020-02-12,10223.08,9713.944,72.00424714316692,403.49373871864174,1,23,0.21739130434782608,0.165755897023129,-0.21118012422360247,1,6,16
2020-02-13,10325.33,9813.318000000001,73.55267987128867,414.69350878928003,1,26,0.038461538461538464,0.17454698364411542,-0.17892976588628762,1,2,23
2020-02-14,10227.78,9906.961,69.47910365994576,423.7576748329202,1,43,0.46511627906976744,0.17826927547887694,0.42665474060822894,0,20,23
2020-02-15,10344.36,10021.695,71.56989223727311,431.9022634377885,1,12,0.16666666666666666,0.17706680979061282,-0.29844961240310075,1,3,8
2020-02-16,9904.46,10050.938,55.60077007938812,431.04078572468035,0,7,0.2857142857142857,0.17679636940954419,0.11904761904761904,1,3,3
2020-02-17,9910.7,10064.808,55.756362923449984,423.69676661951155,0,26,0.34615384615384615,0.17388082168756153,0.06043956043956045,0,9,17
2020-02-18,9706.0,10054.021,49.44107919287429,408.44304219236597,0,30,0.23333333333333334,0.16104692773312154,-0.11282051282051281,2,9,19
2020-02-19,10164.78,10080.994999999999,60.56433099401075,395.4199357847947,0,24,0.125,0.14559482117025904,-0.10833333333333334,1,4,19
2020-02-20,9594.65,10025.288,46.45283380291599,374.4802971082147,0,23,0.34782608695652173,0.13520931008601553,0.22282608695652173,2,10,11
2020-02-21,9597.21,9999.835000000001,46.51500821176435,348.8637467928327,0,33,0.2727272727272727,0.12271981141419973,-0.07509881422924902,1,10,22
2020-02-22,9677.05,9945.232,48.58378359966794,322.137330288939,0,9,0.1111111111111111,0.1302153806907504,-0.1616161616161616,0,1,8
2020-02-23,9650.85,9877.784,47.908122658617444,294.9640922407942,0,10,0.3,0.11013078379976955,0.18888888888888888,0,3,7
2020-02-24,9936.4,9848.645999999999,55.416557897707364,272.8187617896807,-1,28,0.21428571428571427,0.08535935311645092,-0.08571428571428572,2,8,18
2020-02-25,9655.52,9779.761999999999,47.87465059960414,249.8826357323441,-1,35,0.37142857142857144,0.09016250978502083,0.15714285714285717,3,16,16
2020-02-26,9316.48,9720.964000000002,40.48500725513627,221.6744856792811,-1,43,0.37209302325581395,0.09671840126147502,0.0006644518272425071,2,18,23
2020-02-27,8786.0,9608.494,31.91955568149527,182.67191139081442,-1,31,0.2903225806451613,0.09334789914461475,-0.08177044261065264,1,10,20
2020-02-28,8823.25,9520.219000000001,33.02511680920024,139.1261362647584,-1,18,0.3888888888888889,0.10039906984818996,0.09856630824372759,0,7,11
2020-02-29,8690.8,9372.821,31.03406646773344,92.58525335818383,-1,21,0.6190476190476191,0.13244029982491337,0.23015873015873017,1,14,6
2020-03-01,8523.61,9265.717,28.61448814066455,43.728405582892506,-1,10,0.5,0.14317970299856095,-0.11904761904761907,1,6,3
2020-03-02,8530.3,9159.026,28.861081608515487,-4.01181825085677,-1,10,0.4,0.1417911741257392,-0.09999999999999998,0,4,6
2020-03-03,8911.18,9082.438999999998,41.618583936525205,-42.463680716284216,-1,17,0.29411764705882354,0.11604101086566053,-0.10588235294117648,1,6,10
2020-03-04,8760.07,8993.361,38.569528920800025,-75.39215652938219,-1,8,0.25,0.1206194595828942,-0.04411764705882354,0,2,6
2020-03-05,8750.99,8874.82,38.38179042902054,-103.10554760260239,-1,9,0.1111111111111111,0.13850683984600723,-0.1388888888888889,0,1,8
2020-03-06,9054.64,8814.732,47.81941802078519,-121.01788603592992,0,6,0.0,0.17891916727513876,-0.1111111111111111,1,1,4
2020-03-07,9130.89,8796.172999999999,49.95793657808933,-130.35577171490314,0,7,0.42857142857142855,0.18152892436203943,0.42857142857142855,1,4,2
2020-03-08,8885.25,8806.098000000002,43.56682054041535,-137.45178468782785,0,5,0.8,0.2337501384633252,0.3714285714285715,0,4,1
2020-03-09,8034.76,8727.249,29.197294711188132,-156.02644135937726,0,18,-0.05555555555555555,0.27098465972692504,-0.8555555555555556,3,2,13
2020-03-10,7929.87,8651.155999999999,27.934730649416334,-182.1398181957513,-1,15,0.2,0.2540011147083491,0.25555555555555554,1,4,10
2020-03-11,7894.57,8588.252,27.49021499849941,-211.7574698125116,-1,15,0.13333333333333333,0.24714376594546947,-0.06666666666666668,3,5,7
2020-03-12,7934.58,8528.68,28.914750886179768,-240.89795244376316,-1,16,0.125,0.24464706039970083,-0.008333333333333331,1,3,12
2020-03-13,4800.01,8117.562999999999,10.668912208212582,-317.67294100327126,-1,17,0.17647058823529413,0.24397725009492108,0.05147058823529413,1,4,12
2020-03-14,5576.05,7799.161,23.881767943030002,-407.1743374314941,-1,13,0.15384615384615385,0.2444218529146482,-0.022624434389140274,1,3,9
2020-03-15,5172.48,7441.3099999999995,22.001424701246705,-505.4712796343405,-1,17,-0.058823529411764705,0.2574128665813552,-0.21266968325791857,1,0,16
2020-03-16,5360.33,7071.879000000001,25.053341901741344,-599.9791030627633,-1,19,0.2631578947368421,0.24911615401918108,0.3219814241486068,1,6,12
2020-03-17,5028.86,6661.6759999999995,23.268327348396394,-691.0786604971508,-1,28,0.17857142857142858,0.237765997275063,-0.08458646616541352,2,7,19
2020-03-18,5312.64,6304.415,28.138742221909197,-769.1637412823126,-1,48,0.3958333333333333,0.13499780883150542,0.21726190476190474,3,22,23
2020-03-19,5393.26,6040.265,29.55026902954639,-831.9589265053592,-1,29,0.41379310344827586,0.13671289984714677,0.01795977011494254,1,13,15
2020-03-20,6162.05,5863.482999999999,41.68654659251104,-867.7170759079677,-1,11,0.09090909090909091,0.14083636241165873,-0.322884012539185,1,2,8
2020-03-21,6204.57,5694.482999999999,42.29741052732642,-881.9983492700328,-1,14,0.2857142857142857,0.14259211237763963,0.1948051948051948,0,4,10
2020-03-22,6187.04,5519.729,42.09540809515056,-880.3391131215634,0,13,0.15384615384615385,0.14113562249577238,-0.13186813186813184,2,4,7
2020-03-23,5816.05,5621.3330000000005,37.845365348932894,-872.6881121933706,0,15,0.2,0.14079672829697867,0.046153846153846156,2,5,8
2020-03-24,6465.25,5710.253,48.04451129715215,-849.336027720405,1,32,0.125,0.14230969127378815,-0.07500000000000001,3,7,22
2020-03-25,6744.69,5867.474,51.82525522280731,-810.972852513184,1,16,0.375,0.11686586353682346,0.25,0,6,10
2020-03-26,6677.42,5999.183,50.835778340886016,-764.4369598708237,1,19,0.05263157894736842,0.13186796851774246,-0.3223684210526316,1,2,16
2020-03-27,6737.27,6170.023999999999,51.74651558959557,-712.520876405079,1,20,0.35,0.13593413918770617,0.29736842105263156,0,7,13
2020-03-28,6359.11,6274.671,45.79132012747017,-664.363463177229,1,14,0.35714285714285715,0.13162327027422188,0.007142857142857173,0,5,9
2020-03-29,6236.65,6359.01,43.97055867976681,-621.5259618729905,1,11,0.45454545454545453,0.13806153914838576,0.09740259740259738,0,5,6
2020-03-30,5880.5,6330.8550000000005,38.964099158165496,-588.5340727559145,0,11,0.36363636363636365,0.1311172811332255,-0.09090909090909088,1,5,5
2020-03-31,6394.45,6349.843,48.38679120549778,-553.9015516807908,0,15,0.26666666666666666,0.13103023150937562,-0.09696969696969698,0,4,11
2020-04-01,6412.14,6372.353,48.68973242644708,-518.5115209636933,0,8,0.25,0.12495931017947755,-0.016666666666666663,0,2,6
2020-04-02,6643.36,6455.084,52.719967107780185,-479.6311290704971,0,11,0.18181818181818182,0.1263682983101632,-0.06818181818181818,0,2,9
2020-04-03,6793.86,6487.945,55.26139110351684,-437.1069048378042,0,26,0.3076923076923077,0.11449674580402068,0.1258741258741259,0,8,18
2020-04-04,6732.97,6486.772999999999,53.95756795557898,-394.5031965234079,0,6,0.16666666666666666,0.11742386120980602,-0.14102564102564105,0,1,5
2020-04-05,6857.41,6504.772,56.2988884995689,-351.1985058095568,0,20,0.25,0.0890352880086448,0.08333333333333334,1,6,13
2020-04-06,6772.78,6508.323,54.215603228461426,-310.2743261401706,1,17,0.35294117647058826,0.08924245055524754,0.10294117647058826,0,6,11
2020-04-07,7329.9,6605.402,63.96813835152585,-263.3918156297212,1,25,0.16,0.09556755749474323,-0.19294117647058825,2,6,17
2020-04-08,7197.32,6701.469,60.557358376776826,-216.74731069150698,1,12,0.3333333333333333,0.07600552419923541,0.1733333333333333,0,4,8
2020-04-09,7360.26,6849.445,63.234306430615405,-169.60354156013528,1,18,0.3333333333333333,0.07206133593873143,0.0,0,6,12
2020-04-10,7283.54,6938.354000000001,61.066042725340566,-125.45565959763687,1,19,0.10526315789473684,0.08699208350296694,-0.22807017543859648,1,3,15
2020-04-11,6858.92,6983.032000000001,50.43166686777829,-91.98847187326935,0,7,-0.14285714285714285,0.14995545043970704,-0.24812030075187969,2,1,4
2020-04-12,6876.84,7006.38,50.83316133357966,-66.47457819168989,0,12,0.4166666666666667,0.16371204447541682,0.5595238095238095,0,5,7
2020-04-13,6903.79,7017.373,51.48974050427763,-46.701655081623315,0,16,0.3125,0.1639779299735332,-0.10416666666666669,1,6,9
2020-04-14,6838.04,7027.88,49.69092598548945,-32.50615073763307,0,32,0.5,0.18275266183688763,0.1875,1,17,14
2020-04-15,6868.57,7028.995999999999,50.58164858652718,-21.989439806395396,0,12,0.08333333333333333,0.1913769315902987,-0.4166666666666667,1,2,9
2020-04-16,6621.25,7013.842999999999,43.62884738289791,-18.22555645377646,0,25,0.4,0.19486061550307965,0.3166666666666667,0,10,15
2020-04-17,7101.99,6991.052000000001,56.533126476821835,-11.180057932557347,0,44,0.38636363636363635,0.19636579454732062,-0.013636363636363669,3,20,21
2020-04-18,7026.78,6973.998,54.36963077692526,-3.6214932841367844,0,17,0.23529411764705882,0.1954526702395293,-0.15106951871657753,1,5,11
2020-04-19,7248.6,6962.832,59.45448447423895,7.409681487020798,0,15,0.13333333333333333,0.19767489232345095,-0.10196078431372549,1,3,11
2020-04-20,7121.4,6946.6179999999995,55.512972396419094,17.992858725481113,0,37,0.1891891891891892,0.19290176039391493,0.05585585585585587,1,8,28
2020-04-21,6828.98,6943.624000000001,47.47382612263837,23.034052472883083,0,33,0.2727272727272727,0.13443694113088328,0.08353808353808351,2,11,20
2020-04-22,6841.36,6940.075999999999,47.82922316958356,24.482387032355273,0,25,0.48,0.14218203085643238,0.20727272727272728,1,13,11
2020-04-23,7125.12,6962.209,55.49769121231116,28.074287726115823,0,51,0.3137254901960784,0.14219522463464668,-0.16627450980392156,3,19,29
2020-04-24,7483.96,7026.801000000001,63.1155335091749,38.482536415880446,0,27,0.25925925925925924,0.12362534203262894,-0.05446623093681918,2,9,16
2020-04-25,7505.0,7090.444,63.522331579587444,52.86549380677472,0,24,0.3333333333333333,0.10424565634349206,0.07407407407407407,0,8,16
2020-04-26,7539.03,7182.222,64.23127654596095,69.40818083644585,1,28,0.39285714285714285,0.10350865062234547,0.059523809523809534,1,12,15
2020-04-27,7693.1,7241.3330000000005,67.4168802026051,88.73725115533566,1,23,0.4782608695652174,0.11545663591809081,0.08540372670807456,0,11,12
2020-04-28,7773.51,7316.005999999999,69.01703061662842,109.8801551746136,1,30,0.36666666666666664,0.11362325660899626,-0.11159420289855077,1,12,17
2020-04-29,7738.58,7365.003999999999,67.41895913850347,130.24386220241314,1,43,0.32558139534883723,0.09245952715531941,-0.04108527131782941,3,17,23
2020-04-30,8778.58,7530.722,81.55100222424534,165.34742496468922,1,74,0.1891891891891892,0.09245952715531941,-0.13639220615964803,2,16,56
2020-05-01,8620.0,7709.8240000000005,75.96829392372028,204.9425454670996,1,26,0.19230769230769232,0.1020708511368272,0.0031185031185031187,3,8,15
2020-05-02,8825.67,7908.255,78.12614282473189,248.0914849131327,1,18,0.2222222222222222,0.09300226684899389,0.02991452991452989,0,4,14
2020-05-03,8972.58,8093.001000000001,79.58127657865236,292.9843630881102,1,10,0.4,0.09755084742210143,0.1777777777777778,0,4,6
2020-05-04,8894.15,8234.02,76.56015171536188,334.69787394536047,1,10,0.1,0.11857270815401498,-0.30000000000000004,2,3,5
2020-05-05,8871.92,8370.712,75.65564077167625,371.1144169711872,1,9,0.3333333333333333,0.11857270815401498,0.2333333333333333,0,3,6
2020-05-06,9021.36,8518.945,77.62973156311847,403.8402909139213,1,18,0.2777777777777778,0.11406239453927854,-0.055555555555555525,1,6,11
2020-05-07,9143.4,8663.975,79.16292963265097,433.5640237980861,1,18,0.4444444444444444,0.1081611397921805,0.16666666666666663,0,8,10
2020-05-08,9986.3,8885.253999999999,86.34500500952595,472.307702730706,1,10,0.4,0.11141702563864844,-0.0444444444444444,0,4,6
2020-05-09,9800.02,9091.398,79.6072732796944,510.62542803402516,1,18,0.0,0.1425838173969635,-0.4,3,3,12
2020-05-10,9539.1,9167.45,70.98641738555067,541.3408505269329,1,11,0.5454545454545454,0.16655020485707822,0.5454545454545454,0,6,5
2020-05-11,8722.77,9177.726999999999,51.57189846217422,551.4232500210322,0,27,0.48148148148148145,0.17240495170108758,-0.06397306397306396,2,15,10
2020-05-12,8562.04,9151.364,48.66040529441897,544.2235759810974,0,16,0.3125,0.16901901419445586,-0.16898148148148145,0,5,11
2020-05-13,8810.99,9135.205,53.20671356911677,529.3007081065825,0,15,0.13333333333333333,0.17748439540158917,-0.17916666666666667,3,5,7
2020-05-14,9309.35,9176.725,60.90680893912055,517.064032707276,0,19,0.3157894736842105,0.1625753669833508,0.18245614035087718,0,6,13
2020-05-15,9791.97,9268.73,66.78756197987774,513.6739041618933,0,21,0.5714285714285714,0.18047643085446305,0.2556390977443609,0,12,9
2020-05-16,9315.96,9298.19,57.335553905606794,507.24110766713375,0,9,0.4444444444444444,0.18094339728360906,-0.12698412698412698,0,4,5
2020-05-17,9380.81,9321.931,58.23038357505035,499.11698245587,0,10,0.5,0.1844758463791162,0.05555555555555558,0,5,5
2020-05-18,9681.11,9291.412,62.29885818034343,494.01216778674745,0,13,0.5384615384615384,0.19198421321212047,0.038461538461538436,1,8,4
2020-05-19,9733.93,9284.803,63.00312419174563,490.7841598838744,0,11,0.45454545454545453,0.1367552200658792,-0.0839160839160839,0,5,6
2020-05-20,9775.13,9308.405999999999,63.59254953214414,488.44044117211445,0,20,0.35,0.13227403960273929,-0.10454545454545455,2,9,9
2020-05-21,9511.43,9387.272,57.12070983845098,481.45340534754405,0,15,0.2,0.1447782664522027,-0.14999999999999997,3,6,6
2020-05-22,9067.51,9437.819,47.986116973419925,463.74248624683645,0,24,0.4166666666666667,0.14295403337914037,0.21666666666666667,0,10,14
2020-05-23,9170.0,9473.72,50.03580954234882,440.8166856695057,0,6,0.3333333333333333,0.11366092603541075,-0.08333333333333337,0,2,4
2020-05-24,9179.01,9460.686,50.22739415145089,414.96314565408477,0,16,0.6875,0.13693024537632012,0.3541666666666667,0,11,5
2020-05-25,8718.14,9353.303,41.240037913457954,380.3311439388935,0,21,0.14285714285714285,0.1597439735368753,-0.5446428571428572,3,6,12
2020-05-26,8900.35,9311.742,45.52219111492287,344.0526417748671,0,13,0.3076923076923077,0.16199901032214276,0.16483516483516486,0,4,9
2020-05-27,8841.0,9257.761,44.35241179184246,306.9128639061525,0,13,0.38461538461538464,0.15758857629327525,0.07692307692307693,0,5,8
2020-05-28,9204.07,9210.056999999999,52.62687695026924,276.273236939512,0,15,0.26666666666666666,0.15081500034017806,-0.11794871794871797,0,4,11
2020-05-29,9575.87,9194.251,59.48203835659044,256.61612776515346,0,9,0.0,0.1824537640285429,-0.26666666666666666,2,2,5
2020-05-30,9426.6,9159.398,55.875210004604895,241.9067103882254,0,5,0.4,0.18437915917880077,0.4,0,2,3
2020-05-31,9697.72,9178.027,60.686167586451504,234.84370927015635,0,9,0.6666666666666666,0.20966201961403585,0.2666666666666666,0,6,3
2020-06-01,9448.27,9216.103,54.60028929211277,228.42850253985185,0,18,0.2777777777777778,0.21013499586369427,-0.38888888888888884,0,5,13
2020-06-02,10202.71,9319.374,66.04364316970603,234.27163132839027,1,23,0.34782608695652173,0.21008245152016974,0.07004830917874394,1,9,13
2020-06-03,9518.02,9353.275,52.65917638483237,236.03395937440388,1,25,0.36,0.17367747442609657,0.012173913043478257,2,11,12
2020-06-04,9666.32,9448.093,54.86072987194714,236.9742071728339,1,15,0.3333333333333333,0.162751804259176,-0.026666666666666672,1,6,8
2020-06-05,9788.14,9536.872,56.698662865388215,238.7533564536066,1,30,0.3333333333333333,0.16248503301553974,0.0,2,12,16
2020-06-06,9621.17,9614.889,53.388135098804725,237.75697095998154,1,13,0.07692307692307693,0.18059509384809158,-0.2564102564102564,1,2,10
2020-06-07,9666.85,9661.167,54.20101320534852,235.2600677055223,0,14,0.14285714285714285,0.1877141633482192,0.06593406593406592,1,3,10
2020-06-08,9746.99,9678.278999999999,55.70674384937815,232.69594239503516,0,16,0.375,0.1575112545379636,0.23214285714285715,1,7,8
2020-06-09,9782.0,9713.819,56.402494030170104,230.2523022682253,0,17,0.17647058823529413,0.16247261222468978,-0.19852941176470587,2,5,10
2020-06-10,9772.44,9721.291000000001,56.134964060132745,227.33496378508423,0,20,0.15,0.10967461263736228,-0.026470588235294135,0,3,17
2020-06-11,9885.22,9764.986,58.70257264511605,225.55484871695407,0,8,0.125,0.11691519310495252,-0.024999999999999994,0,1,7
2020-06-12,9278.88,9672.603,43.4941857005661,214.39295413196496,0,16,0.1875,0.11167758542543377,0.0625,1,4,11
2020-06-13,9464.96,9667.297,48.08082677158711,200.41601967047762,0,9,0.4444444444444444,0.1252946686741402,0.2569444444444444,0,4,5
2020-06-14,9473.34,9647.999,48.290851684959655,185.0842761079233,0,11,0.2727272727272727,0.12138693844253957,-0.1717171717171717,0,3,8
2020-06-15,9342.1,9603.395,45.115112795478055,167.19137772608076,0,11,0.2727272727272727,0.11700085182038056,0.0,0,3,8
2020-06-16,9426.05,9583.882999999998,47.565900568851575,149.58948267130845,0,19,0.2631578947368421,0.10553839112085539,-0.009569377990430616,2,7,10
2020-06-17,9526.97,9569.895,50.51725100508596,134.36187825706662,0,20,0.35,0.10446057814328127,0.08684210526315789,1,8,11
2020-06-18,9465.13,9541.708999999999,48.65274393394504,120.12783042269116,0,38,0.47368421052631576,0.11987684764804009,0.12368421052631579,3,21,14
2020-06-19,9386.32,9502.141,46.23629993557926,105.73153376605075,0,44,0.4090909090909091,0.12192459637499571,-0.06459330143540665,2,20,22
2020-06-20,9310.23,9455.92,43.89739846946453,90.53326528767508,0,16,0.375,0.11263412972958214,-0.034090909090909116,0,6,10
2020-06-21,9358.95,9403.293,45.846318530410684,76.20001027650838,0,37,0.5675675675675675,0.11557421759123894,0.19256756756756754,0,21,16
2020-06-22,9294.69,9404.874,43.625357410816285,61.961395854430634,0,29,0.27586206896551724,0.10353623630276229,-0.2917054986020503,1,9,19
2020-06-23,9685.69,9426.947,57.53367729683055,54.625466099823555,0,20,0.25,0.10631225549636347,-0.025862068965517238,4,9,7
2020-06-24,9624.33,9442.046,55.160735942025106,50.89710147754828,0,23,0.17391304347826086,0.11830929025379514,-0.07608695652173914,2,6,15
2020-06-25,9298.33,9437.669,44.36014398534597,44.30819143356594,0,34,0.20588235294117646,0.12433645707493216,0.031969309462915596,1,8,25
2020-06-26,9249.49,9420.013,42.959923109605036,35.39154748327834,0,54,0.2962962962962963,0.12265651354825394,0.09041394335511982,4,20,30
2020-06-27,9162.21,9383.537,40.426178360195365,24.01018430595829,0,29,0.3793103448275862,0.12333066042324274,0.08301404853128991,1,12,16
2020-06-28,9012.0,9338.224,36.32891913041629,9.229375843939831,0,28,0.5714285714285714,0.1380407469469575,0.1921182266009852,1,17,10
2020-06-29,9116.16,9311.208,40.94079851793996,-5.26652830926885,0,65,0.3076923076923077,0.13697343952258165,-0.2637362637362637,0,20,45
2020-06-30,9192.93,9299.478,44.24788193487325,-17.58713671602569,0,54,0.3148148148148148,0.13660084435449188,0.007122507122507116,3,20,31
2020-07-01,9138.08,9277.391,42.364650110473455,-28.733460312877988,0,30,0.26666666666666666,0.11006588468977423,-0.04814814814814816,0,8,22
2020-07-02,9231.99,9271.121,46.68163768530078,-36.99568766867201,0,22,0.2727272727272727,0.11015994359976337,0.006060606060606044,0,6,16
2020-07-03,9086.54,9211.206,41.351455636903054,-45.25334890904055,0,12,0.25,0.11015994359976337,-0.022727272727272707,1,4,7
2020-07-04,9057.79,9154.552,40.33984861148663,-53.430815872077034,0,7,0.0,0.14206477859027236,-0.25,1,1,5
2020-07-05,9135.0,9138.219000000001,44.3986653717454,-59.77572219172119,0,7,0.5714285714285714,0.1643091780323883,0.5714285714285714,0,4,3
2020-07-06,9069.41,9120.211,41.719637747365404,-65.54961370913976,0,12,0.25,0.16579187407280413,-0.3214285714285714,0,3,9
2020-07-07,9342.47,9138.237,54.437011245668856,-66.15701362719284,0,6,0.16666666666666666,0.170677286731947,-0.08333333333333334,0,1,5
2020-07-08,9257.4,9162.776999999998,50.61386817276136,-64.7007727439514,0,13,0.23076923076923078,0.14132087222832246,0.06410256410256412,1,4,8
2020-07-09,9436.06,9194.767000000002,57.56779705281221,-59.02953823612812,0,13,0.38461538461538464,0.1460341308590885,0.15384615384615385,0,5,8
2020-07-10,9232.42,9198.716,48.85551242226048,-54.12813987345315,0,9,0.2222222222222222,0.14586641438429673,-0.16239316239316243,0,2,7
2020-07-11,9288.34,9213.742,51.112910703991766,-48.95065937376093,0,5,0.6,0.1810252103517401,0.37777777777777777,0,3,2
2020-07-12,9234.02,9213.945000000002,48.78868366956394,-44.62662344259217,0,1,0.0,0.2038344584959627,-0.6,0,0,1
2020-07-13,9303.31,9235.622,51.88936621101481,-39.85698855830242,0,6,0.8333333333333334,0.2707372245338243,0.8333333333333334,0,5,1
2020-07-14,9242.61,9254.104000000001,49.001504456001136,-35.93568393423411,0,6,0.3333333333333333,0.24549695075397088,-0.5,0,2,4
2020-07-15,9255.85,9266.189,49.680228875563124,-32.45851639046239,0,21,0.23809523809523808,0.23592787127621745,-0.09523809523809523,0,5,16
2020-07-16,9197.6,9279.008,46.64555641631937,-30.29736943745468,0,13,0.15384615384615385,0.24126414402076435,-0.08424908424908423,3,5,5
2020-07-17,9133.72,9258.133,43.4141886202441,-30.02448384727732,0,1,0.0,0.257929644710525,-0.15384615384615385,0,0,1
2020-07-18,9154.31,9247.824,44.784089923621,-30.552495714662005,0,6,0.3333333333333333,0.2569248117269578,0.3333333333333333,1,3,2
2020-07-19,9170.3,9221.248,45.91392946336404,-31.230068908918682,0,5,0.8,0.30027261196411803,0.46666666666666673,0,4,1
2020-07-20,9208.99,9218.904999999999,48.734183132162485,-31.277408741380956,0,6,0.16666666666666666,0.3034258934959731,-0.6333333333333334,0,1,5
2020-07-21,9160.78,9206.149,45.45278354091429,-31.625123731948456,0,8,0.5,0.29566828574653037,0.33333333333333337,0,4,4
2020-07-22,9390.0,9221.747,59.76488832164056,-28.413728978843615,0,8,0.125,0.28222822035867556,-0.375,0,1,7
2020-07-23,9518.16,9243.232,65.4040400548146,-21.03042122478797,0,10,0.2,0.2269548120717943,0.07500000000000001,1,3,6
2020-07-24,9603.27,9279.297999999999,68.64653762082736,-10.013471492058713,0,15,0.4666666666666667,0.23391782588109727,0.26666666666666666,0,7,8
2020-07-25,9538.1,9307.523000000001,63.576885673071125,1.6865213672222694,1,7,0.42857142857142855,0.23620911006027495,-0.038095238095238126,1,4,2
