date,open_d-4,MA_d-4,RSI_d-4,MACD_d-4,trend_d-4,issue_news_d-4,average_news_d-4,sentiment_mean_d-4,sentiment_std_d-4,sentiment_momentum_d-4,sentiment_skew_d-4,sentiment_kurtosis_d-4,negative_sentiment_news_d-4,positive_sentiment_news_d-4,neutral_sentiment_news_d-4,open_d-3,MA_d-3,RSI_d-3,MACD_d-3,trend_d-3,issue_news_d-3,average_news_d-3,sentiment_mean_d-3,sentiment_std_d-3,sentiment_momentum_d-3,sentiment_skew_d-3,sentiment_kurtosis_d-3,negative_sentiment_news_d-3,positive_sentiment_news_d-3,neutral_sentiment_news_d-3,open_d-2,MA_d-2,RSI_d-2,MACD_d-2,trend_d-2,issue_news_d-2,average_news_d-2,sentiment_mean_d-2,sentiment_std_d-2,sentiment_momentum_d-2,sentiment_skew_d-2,sentiment_kurtosis_d-2,negative_sentiment_news_d-2,positive_sentiment_news_d-2,neutral_sentiment_news_d-2,open_d-1,MA_d-1,RSI_d-1,MACD_d-1,trend_d-1,issue_news_d-1,average_news_d-1,sentiment_mean_d-1,sentiment_std_d-1,sentiment_momentum_d-1,sentiment_skew_d-1,sentiment_kurtosis_d-1,negative_sentiment_news_d-1,positive_sentiment_news_d-1,neutral_sentiment_news_d-1,open_d0,MA_d0,RSI_d0,MACD_d0,trend_d0,issue_news_d0,average_news_d0,sentiment_mean_d0,sentiment_std_d0,sentiment_momentum_d0,sentiment_skew_d0,sentiment_kurtosis_d0,negative_sentiment_news_d0,positive_sentiment_news_d0,neutral_sentiment_news_d0,target_trend,signal,walk_forward_portfolio,buy_and_hold_portfolio,dca_portfolio
2024-08-19,58683.39,58595.186,43.401924880434144,-1094.4109876185046,0.0,15.0,-0.1333333333333333,0.2027350982350982,0.2134511710645602,-0.5619047619047619,-0.6404060247386306,-1.316735110903332,4.0,2.0,9.0,57541.05,58947.40900000001,40.36387968872325,-1138.8066537356033,1.0,12.0,0.1666666666666666,0.1874017649017649,0.2095634047034857,0.3,-0.426832044936064,-1.3667917734905604,1.0,3.0,8.0,58874.59,59232.668000000005,45.32774909057446,-1166.4054141298425,1.0,7.0,0.5714285714285714,0.2036355311355311,0.2335585924908564,0.4047619047619047,-0.0708192621673984,-1.02061978458322,0.0,4.0,3.0,59491.99,59668.491,47.57259926108359,-1169.52069651386,1.0,8.0,0.5,0.2151739926739926,0.2460111504315231,-0.0714285714285714,-0.0491044291768939,-1.258949655767562,1.0,5.0,2.0,58427.35,59342.626,44.10297877632234,-1171.4470361191748,-1.0,11.0,0.3636363636363636,0.2229662004662004,0.2497001163299161,-0.1363636363636363,-0.1379652934253956,-1.3955185913984016,0.0,4.0,7.0,-1,-1,10000.0,9471.73588820802,9955.977990684001
2024-08-20,57541.05,58947.40900000001,40.36387968872325,-1138.8066537356033,1.0,12.0,0.1666666666666666,0.1874017649017649,0.2095634047034857,0.3,-0.426832044936064,-1.3667917734905604,1.0,3.0,8.0,58874.59,59232.668000000005,45.32774909057446,-1166.4054141298425,1.0,7.0,0.5714285714285714,0.2036355311355311,0.2335585924908564,0.4047619047619047,-0.0708192621673984,-1.02061978458322,0.0,4.0,3.0,59491.99,59668.491,47.57259926108359,-1169.52069651386,1.0,8.0,0.5,0.2151739926739926,0.2460111504315231,-0.0714285714285714,-0.0491044291768939,-1.258949655767562,1.0,5.0,2.0,58427.35,59342.626,44.10297877632234,-1171.4470361191748,-1.0,11.0,0.3636363636363636,0.2229662004662004,0.2497001163299161,-0.1363636363636363,-0.1379652934253956,-1.3955185913984016,0.0,4.0,7.0,59438.5,59202.677,48.09766170742607,-1153.724915072216,-1.0,11.0,0.2727272727272727,0.2602389277389277,0.2224679174228376,-0.0909090909090909,-0.4033964808545943,-0.5438375236835954,1.0,4.0,6.0,-1,-1,10000.0,9635.654767694454,9969.63789730787
2024-08-21,58874.59,59232.668000000005,45.32774909057446,-1166.4054141298425,1.0,7.0,0.5714285714285714,0.2036355311355311,0.2335585924908564,0.4047619047619047,-0.0708192621673984,-1.02061978458322,0.0,4.0,3.0,59491.99,59668.491,47.57259926108359,-1169.52069651386,1.0,8.0,0.5,0.2151739926739926,0.2460111504315231,-0.0714285714285714,-0.0491044291768939,-1.258949655767562,1.0,5.0,2.0,58427.35,59342.626,44.10297877632234,-1171.4470361191748,-1.0,11.0,0.3636363636363636,0.2229662004662004,0.2497001163299161,-0.1363636363636363,-0.1379652934253956,-1.3955185913984016,0.0,4.0,7.0,59438.5,59202.677,48.09766170742607,-1153.724915072216,-1.0,11.0,0.2727272727272727,0.2602389277389277,0.2224679174228376,-0.0909090909090909,-0.4033964808545943,-0.5438375236835954,1.0,4.0,6.0,59013.8,59011.706000000006,46.5452974853623,-1128.7628104118844,-1.0,13.0,0.2307692307692307,0.2833158508158508,0.203646340579798,-0.0419580419580419,-0.6634508686370085,0.8050271073174926,1.0,4.0,8.0,1,-1,10000.0,9566.806082417404,9963.900506868116
2024-08-22,59491.99,59668.491,47.57259926108359,-1169.52069651386,1.0,8.0,0.5,0.2151739926739926,0.2460111504315231,-0.0714285714285714,-0.0491044291768939,-1.258949655767562,1.0,5.0,2.0,58427.35,59342.626,44.10297877632234,-1171.4470361191748,-1.0,11.0,0.3636363636363636,0.2229662004662004,0.2497001163299161,-0.1363636363636363,-0.1379652934253956,-1.3955185913984016,0.0,4.0,7.0,59438.5,59202.677,48.09766170742607,-1153.724915072216,-1.0,11.0,0.2727272727272727,0.2602389277389277,0.2224679174228376,-0.0909090909090909,-0.4033964808545943,-0.5438375236835954,1.0,4.0,6.0,59013.8,59011.706000000006,46.5452974853623,-1128.7628104118844,-1.0,13.0,0.2307692307692307,0.2833158508158508,0.203646340579798,-0.0419580419580419,-0.6634508686370085,0.8050271073174926,1.0,4.0,8.0,61156.03,59256.05,54.733489283263424,-1063.820671798501,1.0,17.0,0.1176470588235294,0.264311325928973,0.209890634382256,-0.1131221719457013,-0.3339231811003441,0.0174846514929503,1.0,3.0,13.0,1,1,10000.0,9914.085854164641,9992.840487847052
2024-08-23,58427.35,59342.626,44.10297877632234,-1171.4470361191748,-1.0,11.0,0.3636363636363636,0.2229662004662004,0.2497001163299161,-0.1363636363636363,-0.1379652934253956,-1.3955185913984016,0.0,4.0,7.0,59438.5,59202.677,48.09766170742607,-1153.724915072216,-1.0,11.0,0.2727272727272727,0.2602389277389277,0.2224679174228376,-0.0909090909090909,-0.4033964808545943,-0.5438375236835954,1.0,4.0,6.0,59013.8,59011.706000000006,46.5452974853623,-1128.7628104118844,-1.0,13.0,0.2307692307692307,0.2833158508158508,0.203646340579798,-0.0419580419580419,-0.6634508686370085,0.8050271073174926,1.0,4.0,8.0,61156.03,59256.05,54.733489283263424,-1063.820671798501,1.0,17.0,0.1176470588235294,0.264311325928973,0.209890634382256,-0.1131221719457013,-0.3339231811003441,0.0174846514929503,1.0,3.0,13.0,60375.83,59358.969000000005,51.53876462433355,-987.24716949103,1.0,15.0,0.2666666666666666,0.2784779925956396,0.204145281401351,0.1490196078431372,-0.5794750003530824,0.6776660621815915,0.0,4.0,11.0,1,1,10000.0,9787.60658820478,9982.300549017064
2024-08-24,59438.5,59202.677,48.09766170742607,-1153.724915072216,-1.0,11.0,0.2727272727272727,0.2602389277389277,0.2224679174228376,-0.0909090909090909,-0.4033964808545943,-0.5438375236835954,1.0,4.0,6.0,59013.8,59011.706000000006,46.5452974853623,-1128.7628104118844,-1.0,13.0,0.2307692307692307,0.2833158508158508,0.203646340579798,-0.0419580419580419,-0.6634508686370085,0.8050271073174926,1.0,4.0,8.0,61156.03,59256.05,54.733489283263424,-1063.820671798501,1.0,17.0,0.1176470588235294,0.264311325928973,0.209890634382256,-0.1131221719457013,-0.3339231811003441,0.0174846514929503,1.0,3.0,13.0,60375.83,59358.969000000005,51.53876462433355,-987.24716949103,1.0,15.0,0.2666666666666666,0.2784779925956396,0.204145281401351,0.1490196078431372,-0.5794750003530824,0.6776660621815915,0.0,4.0,11.0,64037.24,59703.977,62.84658587589128,-846.731669161241,1.0,7.0,0.2857142857142857,0.2641922783099254,0.1973606882375742,0.019047619047619,-0.4304313895830606,1.0732680613306451,1.0,3.0,3.0,1,1,10606.436383566072,10381.162662516617,10031.763555209718
2024-08-25,59013.8,59011.706000000006,46.5452974853623,-1128.7628104118844,-1.0,13.0,0.2307692307692307,0.2833158508158508,0.203646340579798,-0.0419580419580419,-0.6634508686370085,0.8050271073174926,1.0,4.0,8.0,61156.03,59256.05,54.733489283263424,-1063.820671798501,1.0,17.0,0.1176470588235294,0.264311325928973,0.209890634382256,-0.1131221719457013,-0.3339231811003441,0.0174846514929503,1.0,3.0,13.0,60375.83,59358.969000000005,51.53876462433355,-987.24716949103,1.0,15.0,0.2666666666666666,0.2784779925956396,0.204145281401351,0.1490196078431372,-0.5794750003530824,0.6776660621815915,0.0,4.0,11.0,64037.24,59703.977,62.84658587589128,-846.731669161241,1.0,7.0,0.2857142857142857,0.2641922783099254,0.1973606882375742,0.019047619047619,-0.4304313895830606,1.0732680613306451,1.0,3.0,3.0,64157.02,60251.34,63.15905609967408,-669.6637252583151,1.0,11.0,0.4545454545454545,0.3229801570978041,0.1468970706240357,0.1688311688311688,0.4210525671341754,-0.7959093791505006,0.0,5.0,6.0,1,1,10626.275448304395,10400.58035859028,10033.38169654919
2024-08-26,61156.03,59256.05,54.733489283263424,-1063.820671798501,1.0,17.0,0.1176470588235294,0.264311325928973,0.209890634382256,-0.1131221719457013,-0.3339231811003441,0.0174846514929503,1.0,3.0,13.0,60375.83,59358.969000000005,51.53876462433355,-987.24716949103,1.0,15.0,0.2666666666666666,0.2784779925956396,0.204145281401351,0.1490196078431372,-0.5794750003530824,0.6776660621815915,0.0,4.0,11.0,64037.24,59703.977,62.84658587589128,-846.731669161241,1.0,7.0,0.2857142857142857,0.2641922783099254,0.1973606882375742,0.019047619047619,-0.4304313895830606,1.0732680613306451,1.0,3.0,3.0,64157.02,60251.34,63.15905609967408,-669.6637252583151,1.0,11.0,0.4545454545454545,0.3229801570978041,0.1468970706240357,0.1688311688311688,0.4210525671341754,-0.7959093791505006,0.0,5.0,6.0,64219.99,60919.234,63.3391583818137,-476.4366634109932,1.0,30.0,0.1666666666666666,0.3229801570978042,0.1468970706240357,-0.2878787878787878,0.4210525671341924,-0.7959093791505855,1.0,6.0,23.0,1,1,10636.705118588017,10410.788509548358,10034.232375795696
2024-08-27,60375.83,59358.969000000005,51.53876462433355,-987.24716949103,1.0,15.0,0.2666666666666666,0.2784779925956396,0.204145281401351,0.1490196078431372,-0.5794750003530824,0.6776660621815915,0.0,4.0,11.0,64037.24,59703.977,62.84658587589128,-846.731669161241,1.0,7.0,0.2857142857142857,0.2641922783099254,0.1973606882375742,0.019047619047619,-0.4304313895830606,1.0732680613306451,1.0,3.0,3.0,64157.02,60251.34,63.15905609967408,-669.6637252583151,1.0,11.0,0.4545454545454545,0.3229801570978041,0.1468970706240357,0.1688311688311688,0.4210525671341754,-0.7959093791505006,0.0,5.0,6.0,64219.99,60919.234,63.3391583818137,-476.4366634109932,1.0,30.0,0.1666666666666666,0.3229801570978042,0.1468970706240357,-0.2878787878787878,0.4210525671341924,-0.7959093791505855,1.0,6.0,23.0,62834.0,61315.175,56.57523432637288,-304.23742680439705,1.0,11.0,0.2727272727272727,0.2931100272276742,0.118361609504662,0.106060606060606,0.4784296957958251,-0.1630551384936888,0.0,3.0,8.0,0,1,10407.144713372883,10186.103816100898,10015.508651341741
2024-08-28,64037.24,59703.977,62.84658587589128,-846.731669161241,1.0,7.0,0.2857142857142857,0.2641922783099254,0.1973606882375742,0.019047619047619,-0.4304313895830606,1.0732680613306451,1.0,3.0,3.0,64157.02,60251.34,63.15905609967408,-669.6637252583151,1.0,11.0,0.4545454545454545,0.3229801570978041,0.1468970706240357,0.1688311688311688,0.4210525671341754,-0.7959093791505006,0.0,5.0,6.0,64219.99,60919.234,63.3391583818137,-476.4366634109932,1.0,30.0,0.1666666666666666,0.3229801570978042,0.1468970706240357,-0.2878787878787878,0.4210525671341924,-0.7959093791505855,1.0,6.0,23.0,62834.0,61315.175,56.57523432637288,-304.23742680439705,1.0,11.0,0.2727272727272727,0.2931100272276742,0.118361609504662,0.106060606060606,0.4784296957958251,-0.1630551384936888,0.0,3.0,8.0,59415.0,61307.476,43.765164567874905,-208.0997217222381,0.0,14.0,0.2857142857142857,0.2716814557991028,0.0935382481869265,0.0129870129870129,0.342209900135105,1.0125166368463638,0.0,4.0,10.0,0,-1,9840.858502483527,9631.84515124988,9969.320429270823
2024-08-29,64157.02,60251.34,63.15905609967408,-669.6637252583151,1.0,11.0,0.4545454545454545,0.3229801570978041,0.1468970706240357,0.1688311688311688,0.4210525671341754,-0.7959093791505006,0.0,5.0,6.0,64219.99,60919.234,63.3391583818137,-476.4366634109932,1.0,30.0,0.1666666666666666,0.3229801570978042,0.1468970706240357,-0.2878787878787878,0.4210525671341924,-0.7959093791505855,1.0,6.0,23.0,62834.0,61315.175,56.57523432637288,-304.23742680439705,1.0,11.0,0.2727272727272727,0.2931100272276742,0.118361609504662,0.106060606060606,0.4784296957958251,-0.1630551384936888,0.0,3.0,8.0,59415.0,61307.476,43.765164567874905,-208.0997217222381,0.0,14.0,0.2857142857142857,0.2716814557991028,0.0935382481869265,0.0129870129870129,0.342209900135105,1.0125166368463638,0.0,4.0,10.0,59034.9,61368.23100000001,42.574389263056304,-170.26558054751413,0.0,6.0,0.0,0.2353178194354664,0.1205895714667471,-0.2857142857142857,-0.3212297496904177,1.4486342011955315,1.0,1.0,4.0,0,-1,9777.902846221741,9570.226631650617,9964.185552637551
2024-08-30,64219.99,60919.234,63.3391583818137,-476.4366634109932,1.0,30.0,0.1666666666666666,0.3229801570978042,0.1468970706240357,-0.2878787878787878,0.4210525671341924,-0.7959093791505855,1.0,6.0,23.0,62834.0,61315.175,56.57523432637288,-304.23742680439705,1.0,11.0,0.2727272727272727,0.2931100272276742,0.118361609504662,0.106060606060606,0.4784296957958251,-0.1630551384936888,0.0,3.0,8.0,59415.0,61307.476,43.765164567874905,-208.0997217222381,0.0,14.0,0.2857142857142857,0.2716814557991028,0.0935382481869265,0.0129870129870129,0.342209900135105,1.0125166368463638,0.0,4.0,10.0,59034.9,61368.23100000001,42.574389263056304,-170.26558054751413,0.0,6.0,0.0,0.2353178194354664,0.1205895714667471,-0.2857142857142857,-0.3212297496904177,1.4486342011955315,1.0,1.0,4.0,59359.0,61360.281,44.017475822541,-165.39941599049266,0.0,11.0,0.2727272727272727,0.2353178194354665,0.1205895714667471,0.2727272727272727,-0.3212297496904171,1.4486342011955702,0.0,3.0,8.0,0,0,9777.902846221741,9622.766916318127,9968.563909693177
