TARGET_DATE,OPEN_d1,MA_d1,RSI_d1,MACD_d1,TREND_d1,NEWS ISSUE_d1,NEGATIVE_d1,NEUTRAL_d1,POSITIVE_d1,AVERAGE NEWS_d1,OPEN_d2,MA_d2,RSI_d2,MACD_d2,TREND_d2,NEWS ISSUE_d2,NEGATIVE_d2,NEUTRAL_d2,POSITIVE_d2,AVERAGE NEWS_d2,OPEN_d3,MA_d3,RSI_d3,MACD_d3,TREND_d3,NEWS ISSUE_d3,NEGATIVE_d3,NEUTRAL_d3,POSITIVE_d3,AVERAGE NEWS_d3,OPEN_d4,MA_d4,RSI_d4,MACD_d4,TREND_d4,NEWS ISSUE_d4,NEGATIVE_d4,NEUTRAL_d4,POSITIVE_d4,AVERAGE NEWS_d4,OPEN_d5,MA_d5,RSI_d5,MACD_d5,TREND_d5,NEWS ISSUE_d5,NEGATIVE_d5,NEUTRAL_d5,POSITIVE_d5,AVERAGE NEWS_d5
2023-09-21,26559.67,26081.572,63.0447264541806,-423.1794286764647,1.0,20.0,1.0,14.0,5.0,0.2,26527.5,26108.822,55.23551156231507,-377.8442836307276,1.0,18.0,1.0,11.0,6.0,0.2777777777777778,26762.5,26194.022,67.08839433275031,-330.3924838630556,1.0,17.0,2.0,9.0,6.0,0.2352941176470588,27210.25,26324.887,72.31842879898491,-276.2048866304511,1.0,24.0,0.0,17.0,7.0,0.2916666666666667,27125.01,26453.228,71.70114406106164,-221.36645303742105,1.0,23.0,2.0,11.0,10.0,0.3478260869565217
2023-09-22,26527.5,26108.822,55.23551156231507,-377.8442836307276,1.0,18.0,1.0,11.0,6.0,0.2777777777777778,26762.5,26194.022,67.08839433275031,-330.3924838630556,1.0,17.0,2.0,9.0,6.0,0.2352941176470588,27210.25,26324.887,72.31842879898491,-276.2048866304511,1.0,24.0,0.0,17.0,7.0,0.2916666666666667,27125.01,26453.228,71.70114406106164,-221.36645303742105,1.0,23.0,2.0,11.0,10.0,0.3478260869565217,26568.08,26593.783000000003,74.79037839477651,-177.37576308082444,1.0,36.0,4.0,18.0,14.0,0.2777777777777778
2023-09-23,26762.5,26194.022,67.08839433275031,-330.3924838630556,1.0,17.0,2.0,9.0,6.0,0.2352941176470588,27210.25,26324.887,72.31842879898491,-276.2048866304511,1.0,24.0,0.0,17.0,7.0,0.2916666666666667,27125.01,26453.228,71.70114406106164,-221.36645303742105,1.0,23.0,2.0,11.0,10.0,0.3478260869565217,26568.08,26593.783000000003,74.79037839477651,-177.37576308082444,1.0,36.0,4.0,18.0,14.0,0.2777777777777778,26580.14,26667.787,67.05664343400821,-141.89360783862097,1.0,12.0,1.0,7.0,4.0,0.25
2023-09-24,27210.25,26324.887,72.31842879898491,-276.2048866304511,1.0,24.0,0.0,17.0,7.0,0.2916666666666667,27125.01,26453.228,71.70114406106164,-221.36645303742105,1.0,23.0,2.0,11.0,10.0,0.3478260869565217,26568.08,26593.783000000003,74.79037839477651,-177.37576308082444,1.0,36.0,4.0,18.0,14.0,0.2777777777777778,26580.14,26667.787,67.05664343400821,-141.89360783862097,1.0,12.0,1.0,7.0,4.0,0.25,26575.97,26703.184,59.878434721454816,-113.34759620710724,1.0,14.0,2.0,8.0,4.0,0.1428571428571428
2023-09-25,27125.01,26453.228,71.70114406106164,-221.36645303742105,1.0,23.0,2.0,11.0,10.0,0.3478260869565217,26568.08,26593.783000000003,74.79037839477651,-177.37576308082444,1.0,36.0,4.0,18.0,14.0,0.2777777777777778,26580.14,26667.787,67.05664343400821,-141.89360783862097,1.0,12.0,1.0,7.0,4.0,0.25,26575.97,26703.184,59.878434721454816,-113.34759620710724,1.0,14.0,2.0,8.0,4.0,0.1428571428571428,26248.39,26675.75,42.45688707052042,-95.61345959384434,-1.0,13.0,2.0,8.0,3.0,0.0769230769230769
2023-09-26,26568.08,26593.783000000003,74.79037839477651,-177.37576308082444,1.0,36.0,4.0,18.0,14.0,0.2777777777777778,26580.14,26667.787,67.05664343400821,-141.89360783862097,1.0,12.0,1.0,7.0,4.0,0.25,26575.97,26703.184,59.878434721454816,-113.34759620710724,1.0,14.0,2.0,8.0,4.0,0.1428571428571428,26248.39,26675.75,42.45688707052042,-95.61345959384434,-1.0,13.0,2.0,8.0,3.0,0.0769230769230769,26304.8,26646.231,41.78946724298096,-84.4677385077154,-1.0,22.0,0.0,16.0,6.0,0.2727272727272727
2023-09-27,26580.14,26667.787,67.05664343400821,-141.89360783862097,1.0,12.0,1.0,7.0,4.0,0.25,26575.97,26703.184,59.878434721454816,-113.34759620710724,1.0,14.0,2.0,8.0,4.0,0.1428571428571428,26248.39,26675.75,42.45688707052042,-95.61345959384434,-1.0,13.0,2.0,8.0,3.0,0.0769230769230769,26304.8,26646.231,41.78946724298096,-84.4677385077154,-1.0,22.0,0.0,16.0,6.0,0.2727272727272727,26221.68,26612.432,40.81763500920982,-79.16939774394609,-1.0,20.0,2.0,10.0,8.0,0.3
2023-09-28,26575.97,26703.184,59.878434721454816,-113.34759620710724,1.0,14.0,2.0,8.0,4.0,0.1428571428571428,26248.39,26675.75,42.45688707052042,-95.61345959384434,-1.0,13.0,2.0,8.0,3.0,0.0769230769230769,26304.8,26646.231,41.78946724298096,-84.4677385077154,-1.0,22.0,0.0,16.0,6.0,0.2727272727272727,26221.68,26612.432,40.81763500920982,-79.16939774394609,-1.0,20.0,2.0,10.0,8.0,0.3,26373.0,26596.982,46.05782871839882,-75.21916416757577,-1.0,24.0,1.0,11.0,12.0,0.4583333333333333
2023-09-29,26248.39,26675.75,42.45688707052042,-95.61345959384434,-1.0,13.0,2.0,8.0,3.0,0.0769230769230769,26304.8,26646.231,41.78946724298096,-84.4677385077154,-1.0,22.0,0.0,16.0,6.0,0.2727272727272727,26221.68,26612.432,40.81763500920982,-79.16939774394609,-1.0,20.0,2.0,10.0,8.0,0.3,26373.0,26596.982,46.05782871839882,-75.21916416757577,-1.0,24.0,1.0,11.0,12.0,0.4583333333333333,27021.39,26622.871000000003,55.45497836045126,-61.80485237952191,1.0,19.0,1.0,11.0,7.0,0.3157894736842105
2023-09-30,26304.8,26646.231,41.78946724298096,-84.4677385077154,-1.0,22.0,0.0,16.0,6.0,0.2727272727272727,26221.68,26612.432,40.81763500920982,-79.16939774394609,-1.0,20.0,2.0,10.0,8.0,0.3,26373.0,26596.982,46.05782871839882,-75.21916416757577,-1.0,24.0,1.0,11.0,12.0,0.4583333333333333,27021.39,26622.871000000003,55.45497836045126,-61.80485237952191,1.0,19.0,1.0,11.0,7.0,0.3157894736842105,26906.96,26592.542,42.56514598092806,-44.84663816533177,-1.0,3.0,0.0,3.0,0.0,0.0
2023-10-01,26221.68,26612.432,40.81763500920982,-79.16939774394609,-1.0,20.0,2.0,10.0,8.0,0.3,26373.0,26596.982,46.05782871839882,-75.21916416757577,-1.0,24.0,1.0,11.0,12.0,0.4583333333333333,27021.39,26622.871000000003,55.45497836045126,-61.80485237952191,1.0,19.0,1.0,11.0,7.0,0.3157894736842105,26906.96,26592.542,42.56514598092806,-44.84663816533177,-1.0,3.0,0.0,3.0,0.0,0.0,26962.57,26576.298,45.95924418662503,-25.566712547322258,-1.0,6.0,1.0,3.0,2.0,0.1666666666666666
2023-10-02,26373.0,26596.982,46.05782871839882,-75.21916416757577,-1.0,24.0,1.0,11.0,12.0,0.4583333333333333,27021.39,26622.871000000003,55.45497836045126,-61.80485237952191,1.0,19.0,1.0,11.0,7.0,0.3157894736842105,26906.96,26592.542,42.56514598092806,-44.84663816533177,-1.0,3.0,0.0,3.0,0.0,0.0,26962.57,26576.298,45.95924418662503,-25.566712547322258,-1.0,6.0,1.0,3.0,2.0,0.1666666666666666,27992.58,26718.748,78.68390318553423,10.649210926832616,1.0,13.0,1.0,9.0,3.0,0.1538461538461538
2023-10-03,27021.39,26622.871000000003,55.45497836045126,-61.80485237952191,1.0,19.0,1.0,11.0,7.0,0.3157894736842105,26906.96,26592.542,42.56514598092806,-44.84663816533177,-1.0,3.0,0.0,3.0,0.0,0.0,26962.57,26576.298,45.95924418662503,-25.566712547322258,-1.0,6.0,1.0,3.0,2.0,0.1666666666666666,27992.58,26718.748,78.68390318553423,10.649210926832616,1.0,13.0,1.0,9.0,3.0,0.1538461538461538,27494.51,26810.185,65.3980485734782,47.61110353969394,1.0,9.0,1.0,7.0,1.0,0.0
2023-10-04,26906.96,26592.542,42.56514598092806,-44.84663816533177,-1.0,3.0,0.0,3.0,0.0,0.0,26962.57,26576.298,45.95924418662503,-25.566712547322258,-1.0,6.0,1.0,3.0,2.0,0.1666666666666666,27992.58,26718.748,78.68390318553423,10.649210926832616,1.0,13.0,1.0,9.0,3.0,0.1538461538461538,27494.51,26810.185,65.3980485734782,47.61110353969394,1.0,9.0,1.0,7.0,1.0,0.0,27426.45,26895.233,64.02044180679194,81.90857878391512,1.0,9.0,0.0,5.0,4.0,0.4444444444444444
2023-10-05,26962.57,26576.298,45.95924418662503,-25.566712547322258,-1.0,6.0,1.0,3.0,2.0,0.1666666666666666,27992.58,26718.748,78.68390318553423,10.649210926832616,1.0,13.0,1.0,9.0,3.0,0.1538461538461538,27494.51,26810.185,65.3980485734782,47.61110353969394,1.0,9.0,1.0,7.0,1.0,0.0,27426.45,26895.233,64.02044180679194,81.90857878391512,1.0,9.0,0.0,5.0,4.0,0.4444444444444444,27778.57,27048.251,75.02305775231068,118.16930124004011,1.0,5.0,1.0,2.0,2.0,0.2
2023-10-06,27992.58,26718.748,78.68390318553423,10.649210926832616,1.0,13.0,1.0,9.0,3.0,0.1538461538461538,27494.51,26810.185,65.3980485734782,47.61110353969394,1.0,9.0,1.0,7.0,1.0,0.0,27426.45,26895.233,64.02044180679194,81.90857878391512,1.0,9.0,0.0,5.0,4.0,0.4444444444444444,27778.57,27048.251,75.02305775231068,118.16930124004011,1.0,5.0,1.0,2.0,2.0,0.2,27410.39,27158.81,66.40677171290264,147.6162734181991,1.0,8.0,1.0,5.0,2.0,0.125
2023-10-07,27494.51,26810.185,65.3980485734782,47.61110353969394,1.0,9.0,1.0,7.0,1.0,0.0,27426.45,26895.233,64.02044180679194,81.90857878391512,1.0,9.0,0.0,5.0,4.0,0.4444444444444444,27778.57,27048.251,75.02305775231068,118.16930124004011,1.0,5.0,1.0,2.0,2.0,0.2,27410.39,27158.81,66.40677171290264,147.6162734181991,1.0,8.0,1.0,5.0,2.0,0.125,27931.1,27329.752,72.45160104021642,179.220036570816,1.0,4.0,1.0,3.0,0.0,-0.25
2023-10-08,27426.45,26895.233,64.02044180679194,81.90857878391512,1.0,9.0,0.0,5.0,4.0,0.4444444444444444,27778.57,27048.251,75.02305775231068,118.16930124004011,1.0,5.0,1.0,2.0,2.0,0.2,27410.39,27158.81,66.40677171290264,147.6162734181991,1.0,8.0,1.0,5.0,2.0,0.125,27931.1,27329.752,72.45160104021642,179.220036570816,1.0,4.0,1.0,3.0,0.0,-0.25,27956.67,27488.119,71.51053339309723,210.51838873515965,1.0,6.0,0.0,4.0,2.0,0.3333333333333333
2023-10-09,27778.57,27048.251,75.02305775231068,118.16930124004011,1.0,5.0,1.0,2.0,2.0,0.2,27410.39,27158.81,66.40677171290264,147.6162734181991,1.0,8.0,1.0,5.0,2.0,0.125,27931.1,27329.752,72.45160104021642,179.220036570816,1.0,4.0,1.0,3.0,0.0,-0.25,27956.67,27488.119,71.51053339309723,210.51838873515965,1.0,6.0,0.0,4.0,2.0,0.3333333333333333,27917.06,27577.686,64.57620664177821,238.87283546294503,1.0,18.0,1.0,11.0,6.0,0.2777777777777778
2023-10-10,27410.39,27158.81,66.40677171290264,147.6162734181991,1.0,8.0,1.0,5.0,2.0,0.125,27931.1,27329.752,72.45160104021642,179.220036570816,1.0,4.0,1.0,3.0,0.0,-0.25,27956.67,27488.119,71.51053339309723,210.51838873515965,1.0,6.0,0.0,4.0,2.0,0.3333333333333333,27917.06,27577.686,64.57620664177821,238.87283546294503,1.0,18.0,1.0,11.0,6.0,0.2777777777777778,27590.12,27646.002,60.39855337181266,258.1351360818854,1.0,12.0,0.0,9.0,3.0,0.25
2023-10-11,27931.1,27329.752,72.45160104021642,179.220036570816,1.0,4.0,1.0,3.0,0.0,-0.25,27956.67,27488.119,71.51053339309723,210.51838873515965,1.0,6.0,0.0,4.0,2.0,0.3333333333333333,27917.06,27577.686,64.57620664177821,238.87283546294503,1.0,18.0,1.0,11.0,6.0,0.2777777777777778,27590.12,27646.002,60.39855337181266,258.1351360818854,1.0,12.0,0.0,9.0,3.0,0.25,27390.12,27688.757,56.23383402298447,266.9096686546728,1.0,14.0,1.0,7.0,6.0,0.3571428571428571
2023-10-12,27956.67,27488.119,71.51053339309723,210.51838873515965,1.0,6.0,0.0,4.0,2.0,0.3333333333333333,27917.06,27577.686,64.57620664177821,238.87283546294503,1.0,18.0,1.0,11.0,6.0,0.2777777777777778,27590.12,27646.002,60.39855337181266,258.1351360818854,1.0,12.0,0.0,9.0,3.0,0.25,27390.12,27688.757,56.23383402298447,266.9096686546728,1.0,14.0,1.0,7.0,6.0,0.3571428571428571,26875.52,27577.051,30.831954863994795,259.83221232598737,-1.0,14.0,2.0,7.0,5.0,0.2142857142857142
2023-10-13,27917.06,27577.686,64.57620664177821,238.87283546294503,1.0,18.0,1.0,11.0,6.0,0.2777777777777778,27590.12,27646.002,60.39855337181266,258.1351360818854,1.0,12.0,0.0,9.0,3.0,0.25,27390.12,27688.757,56.23383402298447,266.9096686546728,1.0,14.0,1.0,7.0,6.0,0.3571428571428571,26875.52,27577.051,30.831954863994795,259.83221232598737,-1.0,14.0,2.0,7.0,5.0,0.2142857142857142,26759.63,27503.563,35.48631738608356,240.74888097810808,-1.0,9.0,1.0,5.0,3.0,0.2222222222222222
2023-10-14,27590.12,27646.002,60.39855337181266,258.1351360818854,1.0,12.0,0.0,9.0,3.0,0.25,27390.12,27688.757,56.23383402298447,266.9096686546728,1.0,14.0,1.0,7.0,6.0,0.3571428571428571,26875.52,27577.051,30.831954863994795,259.83221232598737,-1.0,14.0,2.0,7.0,5.0,0.2142857142857142,26759.63,27503.563,35.48631738608356,240.74888097810808,-1.0,9.0,1.0,5.0,3.0,0.2222222222222222,26862.0,27447.118,39.00132112751799,216.22541768662785,-1.0,2.0,1.0,0.0,1.0,0.0
2023-10-15,27390.12,27688.757,56.23383402298447,266.9096686546728,1.0,14.0,1.0,7.0,6.0,0.3571428571428571,26875.52,27577.051,30.831954863994795,259.83221232598737,-1.0,14.0,2.0,7.0,5.0,0.2142857142857142,26759.63,27503.563,35.48631738608356,240.74888097810808,-1.0,9.0,1.0,5.0,3.0,0.2222222222222222,26862.0,27447.118,39.00132112751799,216.22541768662785,-1.0,2.0,1.0,0.0,1.0,0.0,26852.48,27354.509,29.173919105510024,188.9330380499106,-1.0,8.0,0.0,6.0,2.0,0.25
2023-10-16,26875.52,27577.051,30.831954863994795,259.83221232598737,-1.0,14.0,2.0,7.0,5.0,0.2142857142857142,26759.63,27503.563,35.48631738608356,240.74888097810808,-1.0,9.0,1.0,5.0,3.0,0.2222222222222222,26862.0,27447.118,39.00132112751799,216.22541768662785,-1.0,2.0,1.0,0.0,1.0,0.0,26852.48,27354.509,29.173919105510024,188.9330380499106,-1.0,8.0,0.0,6.0,2.0,0.25,27154.14,27328.884,44.05967907198856,165.71805943576774,-1.0,29.0,1.0,15.0,13.0,0.4137931034482758
2023-10-17,26759.63,27503.563,35.48631738608356,240.74888097810808,-1.0,9.0,1.0,5.0,3.0,0.2222222222222222,26862.0,27447.118,39.00132112751799,216.22541768662785,-1.0,2.0,1.0,0.0,1.0,0.0,26852.48,27354.509,29.173919105510024,188.9330380499106,-1.0,8.0,0.0,6.0,2.0,0.25,27154.14,27328.884,44.05967907198856,165.71805943576774,-1.0,29.0,1.0,15.0,13.0,0.4137931034482758,28500.77,27385.851,59.54928104224573,167.38267450800043,1.0,7.0,1.0,4.0,2.0,0.1428571428571428
2023-10-18,26862.0,27447.118,39.00132112751799,216.22541768662785,-1.0,2.0,1.0,0.0,1.0,0.0,26852.48,27354.509,29.173919105510024,188.9330380499106,-1.0,8.0,0.0,6.0,2.0,0.25,27154.14,27328.884,44.05967907198856,165.71805943576774,-1.0,29.0,1.0,15.0,13.0,0.4137931034482758,28500.77,27385.851,59.54928104224573,167.38267450800043,1.0,7.0,1.0,4.0,2.0,0.1428571428571428,28395.91,27429.775,57.17224892883272,182.49959600207652,1.0,17.0,1.0,9.0,7.0,0.3529411764705882
2023-10-19,26852.48,27354.509,29.173919105510024,188.9330380499106,-1.0,8.0,0.0,6.0,2.0,0.25,27154.14,27328.884,44.05967907198856,165.71805943576774,-1.0,29.0,1.0,15.0,13.0,0.4137931034482758,28500.77,27385.851,59.54928104224573,167.38267450800043,1.0,7.0,1.0,4.0,2.0,0.1428571428571428,28395.91,27429.775,57.17224892883272,182.49959600207652,1.0,17.0,1.0,9.0,7.0,0.3529411764705882,28320.0,27470.069,56.50243030228698,203.62865533237243,1.0,17.0,1.0,13.0,3.0,0.1176470588235294
2023-10-20,27154.14,27328.884,44.05967907198856,165.71805943576774,-1.0,29.0,1.0,15.0,13.0,0.4137931034482758,28500.77,27385.851,59.54928104224573,167.38267450800043,1.0,7.0,1.0,4.0,2.0,0.1428571428571428,28395.91,27429.775,57.17224892883272,182.49959600207652,1.0,17.0,1.0,9.0,7.0,0.3529411764705882,28320.0,27470.069,56.50243030228698,203.62865533237243,1.0,17.0,1.0,13.0,3.0,0.1176470588235294,28713.71,27582.428000000004,67.74939576323399,233.23568818980485,1.0,15.0,2.0,10.0,3.0,0.0666666666666666
2023-10-21,28500.77,27385.851,59.54928104224573,167.38267450800043,1.0,7.0,1.0,4.0,2.0,0.1428571428571428,28395.91,27429.775,57.17224892883272,182.49959600207652,1.0,17.0,1.0,9.0,7.0,0.3529411764705882,28320.0,27470.069,56.50243030228698,203.62865533237243,1.0,17.0,1.0,13.0,3.0,0.1176470588235294,28713.71,27582.428000000004,67.74939576323399,233.23568818980485,1.0,15.0,2.0,10.0,3.0,0.0666666666666666,29669.05,27810.321000000004,79.06435164992132,281.3148014484948,1.0,12.0,2.0,6.0,4.0,0.1666666666666666
2023-10-22,28395.91,27429.775,57.17224892883272,182.49959600207652,1.0,17.0,1.0,9.0,7.0,0.3529411764705882,28320.0,27470.069,56.50243030228698,203.62865533237243,1.0,17.0,1.0,13.0,3.0,0.1176470588235294,28713.71,27582.428000000004,67.74939576323399,233.23568818980485,1.0,15.0,2.0,10.0,3.0,0.0666666666666666,29669.05,27810.321000000004,79.06435164992132,281.3148014484948,1.0,12.0,2.0,6.0,4.0,0.1666666666666666,29909.8,28113.749,91.60377772415154,341.6513225794295,1.0,8.0,0.0,4.0,4.0,0.5
2023-10-23,28320.0,27470.069,56.50243030228698,203.62865533237243,1.0,17.0,1.0,13.0,3.0,0.1176470588235294,28713.71,27582.428000000004,67.74939576323399,233.23568818980485,1.0,15.0,2.0,10.0,3.0,0.0666666666666666,29669.05,27810.321000000004,79.06435164992132,281.3148014484948,1.0,12.0,2.0,6.0,4.0,0.1666666666666666,29909.8,28113.749,91.60377772415154,341.6513225794295,1.0,8.0,0.0,4.0,4.0,0.5,29992.46,28437.032,94.73378332378554,407.0477089098544,1.0,37.0,3.0,22.0,12.0,0.2432432432432432
2023-10-24,28713.71,27582.428000000004,67.74939576323399,233.23568818980485,1.0,15.0,2.0,10.0,3.0,0.0666666666666666,29669.05,27810.321000000004,79.06435164992132,281.3148014484948,1.0,12.0,2.0,6.0,4.0,0.1666666666666666,29909.8,28113.749,91.60377772415154,341.6513225794295,1.0,8.0,0.0,4.0,4.0,0.5,29992.46,28437.032,94.73378332378554,407.0477089098544,1.0,37.0,3.0,22.0,12.0,0.2432432432432432,33069.99,29057.831,97.11181637290032,520.3597837538979,1.0,50.0,4.0,26.0,20.0,0.32
2023-10-25,29669.05,27810.321000000004,79.06435164992132,281.3148014484948,1.0,12.0,2.0,6.0,4.0,0.1666666666666666,29909.8,28113.749,91.60377772415154,341.6513225794295,1.0,8.0,0.0,4.0,4.0,0.5,29992.46,28437.032,94.73378332378554,407.0477089098544,1.0,37.0,3.0,22.0,12.0,0.2432432432432432,33069.99,29057.831,97.11181637290032,520.3597837538979,1.0,50.0,4.0,26.0,20.0,0.32,33922.73,29764.855999999992,97.56761157137107,670.1834411303132,1.0,35.0,5.0,19.0,11.0,0.1714285714285714
2023-10-26,29909.8,28113.749,91.60377772415154,341.6513225794295,1.0,8.0,0.0,4.0,4.0,0.5,29992.46,28437.032,94.73378332378554,407.0477089098544,1.0,37.0,3.0,22.0,12.0,0.2432432432432432,33069.99,29057.831,97.11181637290032,520.3597837538979,1.0,50.0,4.0,26.0,20.0,0.32,33922.73,29764.855999999992,97.56761157137107,670.1834411303132,1.0,35.0,5.0,19.0,11.0,0.1714285714285714,34496.05,30499.047,97.653389065938,842.6573495280722,1.0,27.0,1.0,16.0,10.0,0.3333333333333333
2023-10-27,29992.46,28437.032,94.73378332378554,407.0477089098544,1.0,37.0,3.0,22.0,12.0,0.2432432432432432,33069.99,29057.831,97.11181637290032,520.3597837538979,1.0,50.0,4.0,26.0,20.0,0.32,33922.73,29764.855999999992,97.56761157137107,670.1834411303132,1.0,35.0,5.0,19.0,11.0,0.1714285714285714,34496.05,30499.047,97.653389065938,842.6573495280722,1.0,27.0,1.0,16.0,10.0,0.3333333333333333,34151.66,31064.136,92.16320634631656,1012.8715013177234,1.0,27.0,2.0,16.0,9.0,0.2592592592592592
2023-10-28,33069.99,29057.831,97.11181637290032,520.3597837538979,1.0,50.0,4.0,26.0,20.0,0.32,33922.73,29764.855999999992,97.56761157137107,670.1834411303132,1.0,35.0,5.0,19.0,11.0,0.1714285714285714,34496.05,30499.047,97.653389065938,842.6573495280722,1.0,27.0,1.0,16.0,10.0,0.3333333333333333,34151.66,31064.136,92.16320634631656,1012.8715013177234,1.0,27.0,2.0,16.0,9.0,0.2592592592592592,33892.01,31613.746000000003,90.08240956826135,1166.2952712049032,1.0,11.0,1.0,5.0,5.0,0.3636363636363636
2023-10-29,33922.73,29764.855999999992,97.56761157137107,670.1834411303132,1.0,35.0,5.0,19.0,11.0,0.1714285714285714,34496.05,30499.047,97.653389065938,842.6573495280722,1.0,27.0,1.0,16.0,10.0,0.3333333333333333,34151.66,31064.136,92.16320634631656,1012.8715013177234,1.0,27.0,2.0,16.0,9.0,0.2592592592592592,33892.01,31613.746000000003,90.08240956826135,1166.2952712049032,1.0,11.0,1.0,5.0,5.0,0.3636363636363636,34081.01,32189.847,91.33258431158156,1301.5095892361528,1.0,8.0,1.0,7.0,0.0,-0.125
2023-10-30,34496.05,30499.047,97.653389065938,842.6573495280722,1.0,27.0,1.0,16.0,10.0,0.3333333333333333,34151.66,31064.136,92.16320634631656,1012.8715013177234,1.0,27.0,2.0,16.0,9.0,0.2592592592592592,33892.01,31613.746000000003,90.08240956826135,1166.2952712049032,1.0,11.0,1.0,5.0,5.0,0.3636363636363636,34081.01,32189.847,91.33258431158156,1301.5095892361528,1.0,8.0,1.0,7.0,0.0,-0.125,34525.88,32771.064,91.39574801467182,1422.3536550409958,1.0,28.0,2.0,19.0,7.0,0.1785714285714285
2023-10-31,34151.66,31064.136,92.16320634631656,1012.8715013177234,1.0,27.0,2.0,16.0,9.0,0.2592592592592592,33892.01,31613.746000000003,90.08240956826135,1166.2952712049032,1.0,11.0,1.0,5.0,5.0,0.3636363636363636,34081.01,32189.847,91.33258431158156,1301.5095892361528,1.0,8.0,1.0,7.0,0.0,-0.125,34525.88,32771.064,91.39574801467182,1422.3536550409958,1.0,28.0,2.0,19.0,7.0,0.1785714285714285,34474.74,33251.633,89.28753035047129,1523.798139009225,1.0,26.0,1.0,16.0,9.0,0.3076923076923077
2023-11-01,33892.01,31613.746000000003,90.08240956826135,1166.2952712049032,1.0,11.0,1.0,5.0,5.0,0.3636363636363636,34081.01,32189.847,91.33258431158156,1301.5095892361528,1.0,8.0,1.0,7.0,0.0,-0.125,34525.88,32771.064,91.39574801467182,1422.3536550409958,1.0,28.0,2.0,19.0,7.0,0.1785714285714285,34474.74,33251.633,89.28753035047129,1523.798139009225,1.0,26.0,1.0,16.0,9.0,0.3076923076923077,34639.78,33724.63100000001,89.15325958472536,1606.925526053586,1.0,26.0,3.0,17.0,6.0,0.1153846153846153
2023-11-02,34081.01,32189.847,91.33258431158156,1301.5095892361528,1.0,8.0,1.0,7.0,0.0,-0.125,34525.88,32771.064,91.39574801467182,1422.3536550409958,1.0,28.0,2.0,19.0,7.0,0.1785714285714285,34474.74,33251.633,89.28753035047129,1523.798139009225,1.0,26.0,1.0,16.0,9.0,0.3076923076923077,34639.78,33724.63100000001,89.15325958472536,1606.925526053586,1.0,26.0,3.0,17.0,6.0,0.1153846153846153,35421.43,34267.528000000006,90.27826208243252,1683.0226975261246,1.0,15.0,3.0,8.0,4.0,0.0666666666666666
2023-11-03,34525.88,32771.064,91.39574801467182,1422.3536550409958,1.0,28.0,2.0,19.0,7.0,0.1785714285714285,34474.74,33251.633,89.28753035047129,1523.798139009225,1.0,26.0,1.0,16.0,9.0,0.3076923076923077,34639.78,33724.63100000001,89.15325958472536,1606.925526053586,1.0,26.0,3.0,17.0,6.0,0.1153846153846153,35421.43,34267.528000000006,90.27826208243252,1683.0226975261246,1.0,15.0,3.0,8.0,4.0,0.0666666666666666,34941.58,34454.687,72.59473881182623,1739.232650939071,1.0,18.0,2.0,10.0,6.0,0.2222222222222222
2023-11-04,34474.74,33251.633,89.28753035047129,1523.798139009225,1.0,26.0,1.0,16.0,9.0,0.3076923076923077,34639.78,33724.63100000001,89.15325958472536,1606.925526053586,1.0,26.0,3.0,17.0,6.0,0.1153846153846153,35421.43,34267.528000000006,90.27826208243252,1683.0226975261246,1.0,15.0,3.0,8.0,4.0,0.0666666666666666,34941.58,34454.687,72.59473881182623,1739.232650939071,1.0,18.0,2.0,10.0,6.0,0.2222222222222222,34716.78,34534.092000000004,61.29931041548671,1772.480446982615,1.0,19.0,0.0,6.0,13.0,0.6842105263157895
2023-11-05,34639.78,33724.63100000001,89.15325958472536,1606.925526053586,1.0,26.0,3.0,17.0,6.0,0.1153846153846153,35421.43,34267.528000000006,90.27826208243252,1683.0226975261246,1.0,15.0,3.0,8.0,4.0,0.0666666666666666,34941.58,34454.687,72.59473881182623,1739.232650939071,1.0,18.0,2.0,10.0,6.0,0.2222222222222222,34716.78,34534.092000000004,61.29931041548671,1772.480446982615,1.0,19.0,0.0,6.0,13.0,0.6842105263157895,35062.06,34590.693,58.61331174463648,1791.0620024960876,1.0,14.0,1.0,8.0,5.0,0.2857142857142857
2023-11-06,35421.43,34267.528000000006,90.27826208243252,1683.0226975261246,1.0,15.0,3.0,8.0,4.0,0.0666666666666666,34941.58,34454.687,72.59473881182623,1739.232650939071,1.0,18.0,2.0,10.0,6.0,0.2222222222222222,34716.78,34534.092000000004,61.29931041548671,1772.480446982615,1.0,19.0,0.0,6.0,13.0,0.6842105263157895,35062.06,34590.693,58.61331174463648,1791.0620024960876,1.0,14.0,1.0,8.0,5.0,0.2857142857142857,35011.89,34676.716,64.37814437814433,1794.5943410863092,1.0,12.0,0.0,11.0,1.0,0.0833333333333333
2023-11-07,34941.58,34454.687,72.59473881182623,1739.232650939071,1.0,18.0,2.0,10.0,6.0,0.2222222222222222,34716.78,34534.092000000004,61.29931041548671,1772.480446982615,1.0,19.0,0.0,6.0,13.0,0.6842105263157895,35062.06,34590.693,58.61331174463648,1791.0620024960876,1.0,14.0,1.0,8.0,5.0,0.2857142857142857,35011.89,34676.716,64.37814437814433,1794.5943410863092,1.0,12.0,0.0,11.0,1.0,0.0833333333333333,35046.09,34792.124,70.8618944323933,1784.9643485481995,1.0,19.0,0.0,14.0,5.0,0.2631578947368421
