Tweet_count,Username,Text,Created At,Retweets,Likes
80,Anthony Pompliano 🌪,"Makes me even more excited to be an investor in the business.

Slowly but surely helping everyone earn sats!",Thu Jul 01 00:07:27 +0000 2021,7,202
79,Anthony Pompliano 🌪,"History repeats itself. 

The more things change, the more they stay the same.

https://t.co/Jb3LTjzDBd",Thu Jul 01 19:12:29 +0000 2021,94,523
78,Anthony Pompliano 🌪,Timeless investing principles are timeless for a reason.,Thu Jul 01 13:49:58 +0000 2021,40,435
90,Anthony Pompliano 🌪,"Amazon has a fiduciary duty to shareholders to invest a portion of the tens of billions of dollars on their balance sheet in bitcoin.

They can’t allow inflation to destroy billions of dollars of their purchasing power &amp; not act.

Here is my pitch 👇🏼

https://t.co/T5K7iugb5C",Mon Nov 01 22:08:03 +0000 2021,96,861
77,Anthony Pompliano 🌪,People want to live and work in a place where they feel they have a chance to build a better life for themselves and their family.,Thu Jul 01 13:54:02 +0000 2021,73,1010
75,Anthony Pompliano 🌪,"Good morning! New month, same relentless pursuit every day. Let’s get after it 🔥",Thu Jul 01 12:12:51 +0000 2021,68,1138
74,Anthony Pompliano 🌪,"""In investing, what is comfortable is rarely profitable."" — Robert Arnott",Thu Jul 01 21:34:48 +0000 2021,151,1199
73,Anthony Pompliano 🌪,It is easiest to make mistakes in investing when you are in a rush to get rich quickly.,Thu Jul 01 20:34:20 +0000 2021,162,1658
72,Anthony Pompliano 🌪,"Virgin Galactic just announced that they are going to launch Richard Branson into space on July 11th so he can be the first billionaire in space before Jeff Bezos goes on July 20th.

We used to have the space race, but now we have the billionaire race 😂",Thu Jul 01 22:32:32 +0000 2021,341,4629
71,Anthony Pompliano 🌪,The lack of financial education in our country should be a national emergency.,Thu Jul 01 19:06:48 +0000 2021,788,6179
70,Anthony Pompliano 🌪,"Dear @PeterSchiff,

There were trillions of dollars printed stemming from the historic monetary stimulus, but gold is negative over the last 12 months.

Is gold broken? 

Love,
A concerned citizen :) https://t.co/DwD69MQlCm",Thu Jul 01 19:28:43 +0000 2021,364,2634
69,Anthony Pompliano 🌪,"It is incredible to watch @jackmallers and the team at Strike continue to execute at the highest level.

You can now buy and sell bitcoin essentially for free through their product.

https://t.co/z7Ont6cjtJ",Thu Jul 01 17:49:05 +0000 2021,129,1350
68,Anthony Pompliano 🌪,"I’ve been using the BlockFi credit card for a few weeks where you earn bitcoin back on every transaction.

Easily one of the coolest products I have used in awhile.

Make sure you are signed up to get one: https://t.co/UO97GPFngf",Thu Jul 01 00:07:27 +0000 2021,36,530
67,Anthony Pompliano 🌪,"Bitcoin provides economic relief to billions of people around the world in a way that governments and non-profits can’t even dream of.

The devaluation of currencies is by far the leading cause of wealth inequality in the world and the global, digital currency removes that risk.",Thu Jul 01 13:57:56 +0000 2021,122,917
66,Anthony Pompliano 🌪,"My conversation with Atomic’s @jackabraham is now on YouTube.

- distribution over ideas
- democratization of access
- software eating the world
- OpenStore
- NYC capital arbitrage
- Bitcoin
- building billion dollar startups

This was incredible. Enjoy!

https://t.co/eAFVeYhX6d",Thu Jul 01 12:17:41 +0000 2021,18,129
65,Anthony Pompliano 🌪,You can buy a fraction of a bitcoin.,Thu Jul 01 12:22:17 +0000 2021,347,4541
64,Anthony Pompliano 🌪,"They found a new black hole and it is 3x the size of the sun, yet scientists are pumped because this is a “small” black hole.

Space is wild AF.

https://t.co/PV6sHtDcRi",Sat May 01 00:07:47 +0000 2021,56,639
76,Anthony Pompliano 🌪,"The number of people that get upset when I remind them that inflation is the leading cause of wealth inequality is alarming.

We live in a world where the wealthy are financially incentivized to deny this simple fact.

While the rich get richer, the poor get poorer.",Thu Jul 01 14:58:18 +0000 2021,257,1882
63,Anthony Pompliano 🌪,"What was the best article you read this week?

Any topic is fair game.",Sat May 01 13:37:43 +0000 2021,15,304
91,Anthony Pompliano 🌪,"These maniacs are flipping coins into a fountain for good luck on fighting climate change after they flew their private jets to hang out and talk.

Stop the madness. https://t.co/egt3A0HNhc",Mon Nov 01 18:54:15 +0000 2021,1491,10241
93,Anthony Pompliano 🌪,You have to do crazy shit to get crazy outcomes,Mon Nov 01 17:10:35 +0000 2021,536,4310
119,Anthony Pompliano 🌪,Good morning. Tenacity separates the winners from everyone else. Nothing worth doing is easy. Let’s get after it relentlessly today 🔥,Tue Mar 01 12:08:17 +0000 2022,86,872
118,Anthony Pompliano 🌪,"Trillions were printed and people saw the value of a finite supply currency that can't be debased by anyone.

Censorship was conducted and people saw the value of a censorship-resistant currency.

Confiscation was pursued and people saw the value of a seizure-resistant currency.",Tue Mar 01 13:33:20 +0000 2022,325,1725
117,Anthony Pompliano 🌪,"Ken Griffin has officially confirmed that Citadel will start making markets in crypto in the coming months.

Eventually they all capitulate.",Tue Mar 01 19:51:24 +0000 2022,137,1582
116,Anthony Pompliano 🌪,"There has been a global pandemic, economic recession, government lockdowns, 40-year high inflation, a war in Europe, and much more over the last 2 years.

Humans can’t predict the future well.

Prepare accordingly.",Tue Mar 01 03:13:16 +0000 2022,382,3426
115,Anthony Pompliano 🌪,"New episode with @nic__carter is now live!

We discuss bitcoin, mining, Mexico Senator encouraging bitcoin, Russia/Ukraine conflict, and Canada's financial censorship.

Enjoy!

https://t.co/czQ8LO98Uj",Tue Mar 01 13:04:31 +0000 2022,18,100
114,Anthony Pompliano 🌪,The average citizen simply wants their family to be safe.,Tue Mar 01 21:43:25 +0000 2022,209,3443
113,Anthony Pompliano 🌪,"Bitcoin continues to produce block after block after block of transactions, regardless of what is going on in the world.",Tue Mar 01 17:56:23 +0000 2022,215,2354
112,Anthony Pompliano 🌪,"These stories about young people using the internet to figure out how to make money always make me smile.

The money is nice, but the acquisition of the skill set is life-changing every time. 

https://t.co/UIUwPtI4XP",Mon Nov 01 17:41:39 +0000 2021,37,251
111,Anthony Pompliano 🌪,"""Money is too important to be left to central bankers"" - @giancarloMKTS 

This is an incredible statement coming from the former CFTC Chairman. 

https://t.co/WsVz3sxK0x",Mon Nov 01 14:25:32 +0000 2021,72,480
110,Anthony Pompliano 🌪,"Digital Currency Group has raised $700 million at a $10 billion valuation.

Congratulations to @BarrySilbert and team.

https://t.co/Bn31tI05jc",Mon Nov 01 11:59:19 +0000 2021,36,519
109,Anthony Pompliano 🌪,"Dropping a letter tomorrow to investors that will change many previously held assumptions.

Subscribe to read it: https://t.co/29uk453dzh",Mon Nov 01 00:28:22 +0000 2021,28,393
108,Anthony Pompliano 🌪,The Lightning Network has doubled in 2021.,Mon Nov 01 14:41:29 +0000 2021,52,491
92,Anthony Pompliano 🌪,"BREAKING: NFL quarterback Aaron Rodgers has teamed up with Cash App to take a portion of his salary in bitcoin.

Eventually every professional athlete will get paid in bitcoin.",Mon Nov 01 19:38:52 +0000 2021,1110,9798
107,Anthony Pompliano 🌪,@02072021M You can pay in bitcoin.,Mon Nov 01 01:13:57 +0000 2021,0,1
105,Anthony Pompliano 🌪,"New episode with @GeorgeGammon is now live!

- macro economics
- monetary policy
- bitcoin
- gold
- investing
- real estate
- international markets
- personal freedom

This was packed with insights. Enjoy! 

https://t.co/g97WXI9FXI",Mon Nov 01 12:27:10 +0000 2021,13,123
104,Anthony Pompliano 🌪,"NFL and NBA players are out here outperforming Wall Street.

Get onboard or get out of the way.",Mon Nov 01 19:55:44 +0000 2021,88,984
103,Anthony Pompliano 🌪,Good morning! Big week. Let’s get after it relentlessly 🔥,Mon Nov 01 11:42:56 +0000 2021,61,1058
102,Anthony Pompliano 🌪,We pursue the things we can not have and we mourn the things we once had.,Mon Nov 01 04:26:43 +0000 2021,108,1088
101,Anthony Pompliano 🌪,"Big show on The Best Business Show today 🔥

- Bitcoin monthly close
- Coinbase app
- AWS
- Microsoft
- Elon Musk

Then @richantoniello joins us to talk business, investing, and culture.

WATCH: https://t.co/UZYAlRqQBG",Mon Nov 01 14:59:42 +0000 2021,16,168
100,Anthony Pompliano 🌪,The fastest way to further your career is to build something that people use.,Mon Nov 01 03:40:22 +0000 2021,133,1749
99,Anthony Pompliano 🌪,"Stock market opens. S&amp;P 500 hits an all-time high.

Everyone is a genius.",Mon Nov 01 13:38:45 +0000 2021,145,2538
98,Anthony Pompliano 🌪,"@MartyBent @Ten31vc Love this! Congratulations to you, @ODELL, @parkeralewis and everyone else. 

Founders would be fortunate to work with this group that understands bitcoin so well.",Mon Nov 01 02:13:38 +0000 2021,3,45
97,Anthony Pompliano 🌪,Spend time with the people who already accomplished what you're trying to accomplish.,Mon Nov 01 03:10:37 +0000 2021,403,4156
96,Anthony Pompliano 🌪,"If you liked UPtober, you're going to love MOONember :)",Mon Nov 01 14:19:45 +0000 2021,489,5676
95,Anthony Pompliano 🌪,"Investing, holding, transacting, mining, routing, building, earning, etc.

There are so many ways to plug into the bitcoin network.",Mon Nov 01 18:51:46 +0000 2021,77,765
94,Anthony Pompliano 🌪,"Bitcoin achieved the highest monthly close in history today.

Fitting that it hits a milestone on the 13th anniversary of the Bitcoin white paper.",Mon Nov 01 03:08:30 +0000 2021,172,2300
106,Anthony Pompliano 🌪,"Coinbase was the number one downloaded app in the Apple App Store last week and https://t.co/oeo2R4ZA9P just became the number one downloaded app in the Google App Store today.

People are joining the industry at an incredible pace.",Mon Nov 01 17:31:26 +0000 2021,369,2938
62,Anthony Pompliano 🌪,The secret to compounding capital aggressively is to give it to great stewards and never ask for it back.,Sat May 01 15:07:58 +0000 2021,41,447
61,Anthony Pompliano 🌪,"Tech Twitter is outraged because 20 people quit their job yesterday, yet 500,000 people filed for first time unemployment last week.

I’m sure there are plenty of folks who are willing to fill those 20 roles.",Sat May 01 15:12:26 +0000 2021,44,716
60,Anthony Pompliano 🌪,"I just subscribed to @mtaibbi newsletter and this piece is worth the $50 annual fee by itself.

Take a look and consider supporting his great work.

https://t.co/LoacKBgS1l",Sat May 01 16:12:28 +0000 2021,15,187
28,Anthony Pompliano 🌪,"My conversation with @Breedlove22 is now on YouTube.

- Current state of bitcoin
- Corporate America protecting their balance sheets
- When central banks will join us
- What world will look like in 25 years

Bitcoin is the apex predator of markets. Enjoy!

https://t.co/o6kkoijwnZ",Mon Mar 01 12:53:44 +0000 2021,59,409
27,Anthony Pompliano 🌪,"My friend @kevinolearytv has turned his laser eyes on.

If you don’t have laser eyes, you just don’t get it. https://t.co/3gb8Yo4CuK",Mon Mar 01 21:08:13 +0000 2021,181,2531
26,Anthony Pompliano 🌪,"BREAKING: MicroStrategy has purchased an additional 328 bitcoin for $15.0 million.

Michael Saylor understands that bitcoin is a game of accumulation.

He also just bought the dip :)",Mon Mar 01 13:50:09 +0000 2021,521,5967
25,Anthony Pompliano 🌪,Bitcoin Twitter has been the most accurate voice on the financial markets over the last decade or so.,Mon Mar 01 19:04:13 +0000 2021,220,3018
24,Anthony Pompliano 🌪,"This is a great read on the founder of privacy-focused messaging app Signal.

https://t.co/IuZS7zs71k",Sun Nov 01 17:24:53 +0000 2020,45,237
23,Anthony Pompliano 🌪,Shout out to all the parents who snuck into their kids Halloween candy last night and borrowed some for themselves.,Sun Nov 01 18:54:54 +0000 2020,9,356
22,Anthony Pompliano 🌪,Ignore the inputs if you want to focus on your output,Sun Nov 01 18:16:18 +0000 2020,27,266
21,Anthony Pompliano 🌪,"Who you are is as much about what you stand for, as it is what you won’t stand for",Sun Nov 01 16:24:11 +0000 2020,37,313
20,Anthony Pompliano 🌪,"The two party system is only good for the people who run the parties.

It definitely isn’t good for the people.",Sun Nov 01 19:47:39 +0000 2020,134,1725
19,Anthony Pompliano 🌪,Don’t let others dictate how you spend your time,Sun Nov 01 13:57:42 +0000 2020,91,1024
18,Anthony Pompliano 🌪,Fiat currencies are just imaginary tools created by governments to exert control over their citizens.,Sun Nov 01 15:45:14 +0000 2020,175,1444
17,Anthony Pompliano 🌪,Much of what is published today is simply activism masquerading as journalism.,Sun Nov 01 23:13:15 +0000 2020,104,1190
29,Anthony Pompliano 🌪,"Mr Wonderful @kevinolearytv has finally capitulated.

He has put 3% of his portfolio in bitcoin and cryptocurrencies, which he is now recommending to all investors.

Welcome to the party, my friend!

https://t.co/RMhmnaTiy5",Mon Mar 01 12:18:11 +0000 2021,724,5435
16,Anthony Pompliano 🌪,Stock splits are just the adult version of fractional shares,Tue Sep 01 12:05:04 +0000 2020,36,525
14,Anthony Pompliano 🌪,"My conversation with @morganhousel is now on YouTube.

We discuss his writing process, what content he consumes, his biggest investing mistake, portfolio allocation, risk/reward, index funds, mental models, 60/40 portfolios, and Bitcoin.

Enjoy!

https://t.co/lrzWbU6EU9",Tue Sep 01 21:41:03 +0000 2020,6,38
13,Anthony Pompliano 🌪,"Bang bang! Got my @TheRealBlockFi interest payment today.

Best day of the month :)

There is a reason why we invested in @BlockFiZac and @FounderFlori.

Do your research and join us!

https://t.co/Sm50uH0tNw",Wed Jul 01 17:59:17 +0000 2020,13,172
12,Anthony Pompliano 🌪,Own your distribution or someone will take it away from you eventually,Wed Jul 01 13:46:36 +0000 2020,39,371
11,Anthony Pompliano 🌪,Surround yourself with people who are intellectually humble enough to change their mind,Wed Jul 01 19:36:56 +0000 2020,664,3612
10,Anthony Pompliano 🌪,"The episode I did with @billburr and @bertkreischer for The Bill Bert Podcast is live.

They're absolutely hilarious, so talking to them about the financial system and Bitcoin was a lot of fun. 

https://t.co/GbGZmDbyTQ",Wed Jul 01 12:05:20 +0000 2020,47,291
9,Anthony Pompliano 🌪,"I’m calling it now. On July 1, 2020 @billburr and @bertkreischer kicked off a historic 18 month Bitcoin bull market 🔥 https://t.co/hjhWiZ2cFd",Wed Jul 01 22:34:51 +0000 2020,210,1186
8,Anthony Pompliano 🌪,@bitcoin_369 @JWilliamsFstmed should get the credit for that one :) was cool to go through the process of putting that together though. We both learned a bunch then,Fri May 01 02:32:07 +0000 2020,1,11
7,Anthony Pompliano 🌪,"Just got my monthly interest payment from @TheRealBlockFi.

While people have lost double digit percentages in the stock market this year, I'm earning 6% APY on my Bitcoin.

Doesn't hurt that Bitcoin is up 25% year-to-date too!

Get an account today :)

https://t.co/iowWPb1zOq",Fri May 01 19:18:07 +0000 2020,31,265
6,Anthony Pompliano 🌪,"Bitcoin shook out the weak hands of Wall Street right before the halving.

You couldn’t write a better script 🙏🏽",Fri May 01 19:47:12 +0000 2020,161,1688
5,Anthony Pompliano 🌪,The best way to cap off another week of quarantine is the daily cheer for healthcare workers in NYC 🙏🏽 https://t.co/GbPEwOHc9w,Fri May 01 23:05:01 +0000 2020,10,220
4,Anthony Pompliano 🌪,"@AGent_IRL @CryptoDavid_ Nuance on Twitter is hard. I clarified what I was saying, since people could read it two ways. 

Most of the FUNCTIONALITY from ETH defi is being built on Bitcoin now too. Still most developer activity is on ETH (obviously) but I was speaking about parity 
https://t.co/FTtNiqR5MS",Sun Mar 01 22:26:54 +0000 2020,0,2
3,Anthony Pompliano 🌪,@CalledMargin Bitcoin is up 20% year to date...,Sun Mar 01 19:25:54 +0000 2020,0,2
15,Anthony Pompliano 🌪,"New episode with @morganhousel is live!

We discuss his writing process, what content he consumes, his biggest investing mistake, portfolio allocation, risk/reward, index funds, mental models, 60/40 portfolios, and Bitcoin.

You guys will enjoy this one!

https://t.co/Z4EfF2aDYf",Tue Sep 01 11:55:58 +0000 2020,31,193
30,Anthony Pompliano 🌪,"The legacy media has been wrong about bitcoin for a decade.

The smart ones changed their minds, the not smart ones are still bears.",Mon Mar 01 21:29:35 +0000 2021,102,1359
31,Anthony Pompliano 🌪,"🚨 The CBOE has filed to list shares of a bitcoin ETF from VanEck.

Highly unlikely that they file for this randomly.

Could a bitcoin ETF be on the horizon??",Mon Mar 01 23:11:48 +0000 2021,99,884
32,Anthony Pompliano 🌪,"Twitter just announced a $1.25 billion convertible note offering.

Given the recent treasury strategy of Microstrategy, could @jack be planning to put bitcoin on Twitter's balance sheet?

Time will tell, but there are few people who understand the power of bitcoin like Jack.",Mon Mar 01 12:20:35 +0000 2021,423,3650
59,Anthony Pompliano 🌪,Good morning to everyone. May 1st. New month. Let’s get after it with relentless energy 🔥,Sat May 01 13:35:33 +0000 2021,60,860
58,Anthony Pompliano 🌪,"Bet on great people and buy great businesses. 

Not much more to it.",Sat May 01 18:16:13 +0000 2021,86,1145
57,Anthony Pompliano 🌪,"Some people invest based on the premise that the world won’t change and others invest based on the premise that the world will improve.

Choose wisely.",Sat May 01 16:00:25 +0000 2021,130,1147
56,Anthony Pompliano 🌪,"It is possible to think Warren Buffett had one of the most impressive runs as an investor in history, yet also believe that he doesn’t understand technology and hasn’t beaten the S&amp;P 500 in a decade.",Sat May 01 15:17:09 +0000 2021,361,5551
55,Anthony Pompliano 🌪,"@billmaher Bill - you seem like an open minded guy. Someone who seeks truth over narratives.

Why don’t we have a conversation about bitcoin? 

Think you’re missing some key information that would change your mind.",Sat May 01 21:23:00 +0000 2021,54,1965
54,Anthony Pompliano 🌪,Imagine listening to a 97 year old on any technology topic.,Sat May 01 21:32:34 +0000 2021,449,6135
53,Anthony Pompliano 🌪,"Bitcoin has more than 100 million users, is valued at over $1 trillion, and has grown at nearly 200% compound annual growth for over a decade and there are still investors who think it is worthless.

The modern day intelligence test :)",Sat May 01 13:50:14 +0000 2021,394,3222
52,Anthony Pompliano 🌪,Someone projected an important message on the Bank of England last night (h/t @DominicFrisby) https://t.co/n8fS4cAZYG,Sat May 01 13:43:09 +0000 2021,445,3591
51,Anthony Pompliano 🌪,Never ask a comedian for investment advice.  https://t.co/GhzuBJoBUU,Sat May 01 13:52:23 +0000 2021,1076,8544
50,Anthony Pompliano 🌪,"Charlie Munger on bitcoin today:

“I should say modestly that I think whole damn development is disgusting and contrary to the interests of civilization.”

He owns banks that launder billions per year &amp; have been charged criminally.

Give me a break.

 https://t.co/MjbbL0kawP",Sat May 01 21:21:36 +0000 2021,1215,7596
49,Anthony Pompliano 🌪,"1/ Peter Thiel is a self-made billionaire famous for co-founding PayPal, Palantir, and Founders Fund. 

He was also the first outside investor in Facebook, which has led to a net worth reported to be around $5.7 billion.",Mon Mar 01 00:49:30 +0000 2021,28,394
48,Anthony Pompliano 🌪,"Oh, and @choicebykt also lets you hold your private keys.

That is why I am not only a user of the product for my own IRA, but Choice became a podcast sponsor a few months ago to spread the word about this great wealth hack.

So what are you waiting for?
https://t.co/RzoJedfRwx",Mon Mar 01 00:49:32 +0000 2021,60,576
47,Anthony Pompliano 🌪,"4/ One caveat is most IRAs only allow you to invest in 'traditional' assets such as ETFs, mutual funds, stocks, etc.

So Thiel used a self-directed Roth IRA that enabled him to buy shares in PayPal and Facebook with his retirement savings BEFORE they went public.",Mon Mar 01 00:49:30 +0000 2021,35,471
46,Anthony Pompliano 🌪,"Blockfi is going to hire 50-100 entry client service associates BY THE END OF THE MONTH.

Go apply. Rocket ships only have so many seats! 

https://t.co/BHCZRwvu6U",Mon Mar 01 19:32:04 +0000 2021,49,402
45,Anthony Pompliano 🌪,"Peter Thiel allegedly built a $90+ million tax-free Roth IRA.

The crazy part? The maximum amount you're allowed to contribute to a Roth is $6,000 per year.

Time for a thread 👇👇👇",Mon Mar 01 00:49:29 +0000 2021,595,3822
44,Anthony Pompliano 🌪,"The team at @BlockFi just announced a new record of interest payments to clients in February.

Customers earned $35 million in interest last month.

Another step for BlockFi as they become one of the most important companies in finance.",Mon Mar 01 14:04:34 +0000 2021,110,1527
43,Anthony Pompliano 🌪,"New episode with @Breedlove22 is live!

- Current state of bitcoin
- Corporate America protecting their balance sheets
- When central banks will join us
- What the world will look like in 25 years

Bitcoin is the apex predator of markets. Enjoy!

https://t.co/zXaCaaPFVR",Mon Mar 01 12:10:16 +0000 2021,15,128
42,Anthony Pompliano 🌪,"I’m recording with @beeple today.

What questions do you have for him?",Mon Mar 01 17:55:40 +0000 2021,35,392
41,Anthony Pompliano 🌪,Returns should always be relative to the risk,Mon Mar 01 17:01:58 +0000 2021,61,802
40,Anthony Pompliano 🌪,Good morning to everyone except the people who think it is February 29th,Mon Mar 01 12:04:59 +0000 2021,117,2253
39,Anthony Pompliano 🌪,"6/ While you have to be an accredited investor like Thiel to invest in non-public companies, you can also invest in #bitcoin within a self-directed IRA 👀

Imagine how much Thiel's $95M would be worth if he had put it into Bitcoin last March.",Mon Mar 01 00:49:31 +0000 2021,29,500
38,Anthony Pompliano 🌪,"9/ To summarize:

1. You don't have to pay capital gains taxes if you trade in an IRA

2. If you HODL long enough, you don't have to pay tax when you withdraw from a Roth IRA

3. @choicebykt is the simplest way to open a self-directed Roth IRA that lets you buy real bitcoin.",Mon Mar 01 00:49:32 +0000 2021,55,469
37,Anthony Pompliano 🌪,"8/ If you're a hodler and believe in the long-term value of bitcoin, you're leaving money on the table hodling outside of a retirement account.

@choicebykt is the easiest way to change that.",Mon Mar 01 00:49:32 +0000 2021,20,334
36,Anthony Pompliano 🌪,Every local and state leader should follow @FrancisSuarez lead and begin studying the benefits of embracing Bitcoin.,Mon Mar 01 01:25:47 +0000 2021,91,829
35,Anthony Pompliano 🌪,"Article here:

https://t.co/6p2HbBJFZI",Mon Mar 01 23:12:00 +0000 2021,18,179
34,Anthony Pompliano 🌪,"7/ @choicebykt is a self-directed IRA that enables you to own BTC, other cryptocurrencies, alternative assets, and legacy assets (stocks, bonds, ETFs) in one account.

You can turn your BTC gains into $TSLA and back into BTC without paying a dime in capital gains taxes.",Mon Mar 01 00:49:31 +0000 2021,49,536
33,Anthony Pompliano 🌪,"BREAKING: Goldman Sachs has restarted its cryptocurrency trading desk and will begin dealing #Bitcoin  futures and non-deliverable forwards for clients, according to @annairrera.

Everyone wants in on the best performing asset.",Mon Mar 01 17:37:21 +0000 2021,655,4289
120,Anthony Pompliano 🌪,@S_Mikhailovich “Physical gold is nature’s bitcoin” is an incredible line in your bio!,Tue Mar 01 17:41:09 +0000 2022,1,129
2,Anthony Pompliano 🌪,"We had the biggest month ever on the podcast last month.

Really appreciate everyone who listens to, learns from, and shares each episode on the various channels 🙏🏽",Sun Mar 01 22:35:09 +0000 2020,21,302
1,Anthony Pompliano 🌪,"|￣￣￣￣￣￣|
|      WASH       |
|      YOUR        | 
|      DAMN       |     
|     HANDS      |
| ＿＿＿＿＿__| 
(\__/) || 
(•ㅅ•) || 
/ 　 づ",Sun Mar 01 03:17:32 +0000 2020,290,1707
123,Anthony Pompliano 🌪,"More people are realizing that bitcoin is not a risk asset, which is why tech stocks continue to sell off more than the digital sound money in a risk off environment.",Sun May 01 22:18:15 +0000 2022,67,728
122,Anthony Pompliano 🌪,"The best people want to operate in a high performance environment. 

A+ players hate mediocrity.",Sun May 01 13:42:07 +0000 2022,107,955
148,Anthony Pompliano 🌪,Good morning. It is going to be a great day. Let’s get after it relentlessly,Tue Nov 01 11:10:13 +0000 2022,39,316
147,Anthony Pompliano 🌪,"If you can avoid the negative people on this app, you will find a plethora of powerful ideas, eye-opening information, and delightful new friends",Tue Nov 01 02:17:16 +0000 2022,161,1161
145,Anthony Pompliano 🌪,Good morning. Today is Thursday. Let’s get after it relentlessly🔥,Thu Sep 01 11:36:12 +0000 2022,28,348
144,Anthony Pompliano 🌪,Independent thinking is an essential skill in today’s society,Thu Sep 01 00:20:22 +0000 2022,119,753
143,Anthony Pompliano 🌪,"My conversation with David Rubenstein (@DM_Rubenstein) is live.

- Making billions
- Giving it all away
- The art of reading
- How to think critically
- Understanding history
- Advice for young people
- Where he is investing now

WATCH: https://t.co/HnaN9pposn https://t.co/GTtrIzSZHQ",Thu Sep 01 19:31:51 +0000 2022,34,187
142,Anthony Pompliano 🌪,"🚨 Big job opportunity 🚨

We have built the top corporate training program for bitcoin &amp; crypto.

Now hiring our first B2B sales leader to scale nationally. You’ll work directly with me daily.

The right person gets shit done &amp; closes sales.

More info 👇🏼",Thu Sep 01 16:03:31 +0000 2022,28,212
141,Anthony Pompliano 🌪,"If you’re a founder, executive, or employee that is going through a tough time in the current macro environment, just understand that these bear markets end eventually.

They aren’t fun, but we are all cheering for you to succeed.

Keep going 🖤🙏🏼",Fri Jul 01 22:06:24 +0000 2022,71,691
140,Anthony Pompliano 🌪,@zachweinberg Just don't send 1 bitcoin hoping to get 2 back,Fri Jul 01 14:00:31 +0000 2022,0,0
139,Anthony Pompliano 🌪,Good morning. Optimists have the long-term advantage over pessimists. Let’s get after it relentlessly today 🔥,Fri Jul 01 11:31:41 +0000 2022,82,930
138,Anthony Pompliano 🌪,"You win some, you lose some, but you always learn some.

Make no mistake, none of us are going anywhere.

Let’s keep building. 

We have work to do friends 🙏🏼",Fri Jul 01 18:43:12 +0000 2022,104,980
137,Anthony Pompliano 🌪,"We're LIVE with @zachweinberg and @loganbartlett right now talking about the bull and bear argument for bitcoin and cryptocurrencies.

WATCH: https://t.co/iPd9ylyEHd",Fri Jul 01 15:33:32 +0000 2022,18,76
146,Anthony Pompliano 🌪,We live in a society that values clout over intelligence.,Tue Nov 01 18:01:26 +0000 2022,121,854
135,Anthony Pompliano 🌪,"Every morning I write a letter to 220,000 investors.

It is read by every major hedge fund, most institutional investors, plenty of billionaires, and tens of thousands of average citizens.

Read what the smart money reads: https://t.co/VXpr5o9LzE",Sun May 01 23:33:46 +0000 2022,24,255
136,Anthony Pompliano 🌪,Bitcoin just experienced the worst quarter in more than a decade.,Fri Jul 01 18:48:42 +0000 2022,217,2815
125,Anthony Pompliano 🌪,Become a new school thinker with an old school work ethic.,Sun May 01 17:16:10 +0000 2022,203,1583
127,Anthony Pompliano 🌪,Things are never as bad as they seem and they are never as good as they seem.,Sun May 01 22:22:26 +0000 2022,96,1155
128,Anthony Pompliano 🌪,Free markets eventually solve the problem.,Sun May 01 21:11:17 +0000 2022,90,1034
129,Anthony Pompliano 🌪,Don’t debate micro improvements for macro problems.,Sun May 01 17:07:42 +0000 2022,48,497
126,Anthony Pompliano 🌪,"Some people build value, while others destroy it.

Be a builder.",Sun May 01 13:07:53 +0000 2022,196,1597
131,Anthony Pompliano 🌪,Challenge yourself to increase the number of people you speak to in a given day who create value for a living,Sun May 01 22:01:20 +0000 2022,79,664
132,Anthony Pompliano 🌪,"Venture capitalists simply provide the risk capital that your family, friends, or bank can’t provide.",Sun May 01 15:17:44 +0000 2022,54,535
133,Anthony Pompliano 🌪,Startups are as much about avoiding death as they are finding a way to thrive.,Sun May 01 21:25:17 +0000 2022,36,419
134,Anthony Pompliano 🌪,LPs are an exotic form of leverage on GP capital.,Sun May 01 01:33:44 +0000 2022,31,242
130,Anthony Pompliano 🌪,The last generation knows history and the next generation knows the future.,Sun May 01 17:25:40 +0000 2022,86,728
124,Anthony Pompliano 🌪,Call a friend today and check in for no reason,Sun May 01 12:19:54 +0000 2022,117,1359
26,Elon Musk,"@michilumin Sorry for any confusion. Dojo is a neural network training computer optimized for video (for self-driving). 

Unless there is a predictable pattern to hashing Scrypt (which we will not attempt to find), it will not be competitive with ASIC-based hashing. 

Potatoes are delicious!",Thu Jul 01 08:09:42 +0000 2021,279,3022
34,Elon Musk,"@shiraeis @BillyM2k It’s simulations all the way down, until eventually it’s just 1 bit",Mon Nov 01 18:53:03 +0000 2021,293,4477
27,Elon Musk,"@teslaownersSV @SpaceX I do live in a $50k house, but not this specific one",Thu Jul 01 07:49:02 +0000 2021,1117,27527
28,Elon Musk,"@RationalEtienne @michilumin Of course, you can’t take that literally – he meant the whole dairy industry",Thu Jul 01 08:21:09 +0000 2021,83,1645
29,Elon Musk,"@RationalEtienne @michilumin Yeah, had great Poutine in Montreal. Does feel like your life expectancy is dropping in real-time as you eat it, but awesome nonetheless.",Thu Jul 01 08:14:33 +0000 2021,98,1280
30,Elon Musk,"@XHNews The economic prosperity that China has achieved is truly amazing, especially in infrastructure! I encourage people to visit and see for themselves.",Thu Jul 01 01:44:26 +0000 2021,1607,11451
31,Elon Musk,"@SciGuySpace He should consider spending some money on actual lunar lander hardware, instead of shady lobbyists",Wed Sep 01 16:13:33 +0000 2021,1054,17835
